,param_activation,param_solver,param_hidden_layer_sizes,param_alpha,mean_test_score,std_test_score,rank_test_score,mean_fit_time,mean_score_time,std_fit_time,std_score_time
82,relu,lbfgs,7,0.1,-0.7357960760126009,0.28069187876953416,80,12.527934630711874,0.004000663757324219,0.19697973272026784,2.3602235166100658e-06
100,relu,lbfgs,7,1,-0.466809482106233,0.15917544004077208,73,12.313220977783203,0.00400082270304362,0.349066512330236,1.4868010627325145e-06
12,relu,lbfgs,8,1e-05,-1.6556879548708758,0.4008787598438781,91,8.798811276753744,0.0033513704935709634,0.09456712253438605,0.0004571450350282174
30,relu,lbfgs,8,0.0001,-1.4024299701447827,0.5259165478253768,87,11.932953834533691,0.004335482915242513,0.39012997797251125,0.0004708098445928235
48,relu,lbfgs,8,0.001,-1.5841754194705697,0.3150467337309192,90,11.819014151891073,0.004000266393025716,0.14881216630064983,1.9979167127571954e-06
66,relu,lbfgs,8,0.01,-1.455536757666693,0.6814909272518328,88,10.810985962549845,0.00399017333984375,1.361589161100177,1.4049848607629168e-05
84,relu,lbfgs,8,0.1,-1.2851943474209444,0.5946391128477889,85,11.477394580841064,0.004001220067342122,0.09308022610687627,5.947204250930057e-07
102,relu,lbfgs,8,1,-0.8976386881812738,0.5484696838094079,81,11.816165844599405,0.0040005842844645185,0.07980915233144403,2.4802663380825098e-06
8,relu,lbfgs,37,1e-05,-4.095365992995561,2.5599243247963157,107,14.129988352457682,0.0036662419637044272,5.483659509799412,0.00047176453764743466
26,relu,lbfgs,37,0.0001,-3.7510147254675714,1.8130879422097557,103,21.589619716008503,0.004669189453125,4.3126884769531,0.0004698530772812187
44,relu,lbfgs,37,0.001,-4.048194473967954,1.3718817233053073,105,26.046290000279743,0.005002657572428386,6.656005215031771,2.6429953810876036e-06
62,relu,lbfgs,37,0.01,-3.6686494090787503,2.319257143703351,102,25.849674542744953,0.004331747690836589,4.171612315425664,0.0004712612188947973
80,relu,lbfgs,37,0.1,-4.431211506368048,1.170426927129122,108,25.571303129196167,0.004998922348022461,2.836668937379425,1.1841189404925775e-06
98,relu,lbfgs,37,1,-2.000657972891103,0.3346200643386595,93,18.762613932291668,0.0043332576751708984,7.082999797520864,0.0004698530772812187
14,relu,lbfgs,50,1e-05,-2.843506316193578,1.0588057463420744,97,29.062963008880615,0.004667599995930989,0.7905541818300099,0.0009428538225522266
32,relu,lbfgs,50,0.0001,-2.304751185441322,0.8832055139616487,95,31.100829203923542,0.010668198267618815,9.894147828911306,0.00801436380535952
50,relu,lbfgs,50,0.001,-2.1755131581688016,0.7142478880195321,94,32.91378362973531,0.0053361256917317705,7.210868100459389,0.00047047158344439146
68,relu,lbfgs,50,0.01,-4.034783570562461,1.9765545216280023,104,37.778462409973145,0.006334622701009114,0.5043601313760898,0.00046946034238697424
86,relu,lbfgs,50,0.1,-3.1589525235231215,1.1223518118156506,101,35.990602334340416,0.005672454833984375,0.6785047091228777,0.000941561727698185
104,relu,lbfgs,50,1,-1.2887890478665935,0.07532620899258592,86,24.1795179049174,0.005666653315226237,6.376467086529388,0.0004718202815606281
16,relu,lbfgs,147,1e-05,-2.5042892221488646,2.1979732270646974,96,49.799384435017906,0.008004029591878256,17.695284309191475,0.0014142234662315742
34,relu,lbfgs,147,0.0001,-3.0440815516608217,1.8464193528599806,99,69.95444099108379,0.007668256759643555,23.38106312206271,0.00047271909298078065
52,relu,lbfgs,147,0.001,-4.0795642079277945,2.15228926564972,106,81.14832544326782,0.008330265680948893,14.646077405964174,0.00047311323448127293
70,relu,lbfgs,147,0.01,-2.906766243179824,1.1218579658878178,98,92.05240138371785,0.008002916971842447,0.8272435736363202,0.0008171190662829825
88,relu,lbfgs,147,0.1,-3.1331493701648427,1.3256923754334289,100,77.44958813985188,0.007666587829589844,17.155519083089096,0.00047019387888330743
106,relu,lbfgs,147,1,-1.6868023687983247,1.0033635896993138,92,82.54451751708984,0.003998994827270508,0.18156112876150135,0.0008189750261096086
