season,player_name,fanPts,complete_pass,fumble,incomplete_pass,interception,no_huddle,pass_attempt,pass_touchdown,qb_dropback,qb_hit,rush_attempt,rush_touchdown,shotgun,tackled_for_loss,touchdown,air_yards,yards_after_catch,yards_gained,rec_yards,rush_yards,fanPts-1,complete_pass-1,fumble-1,incomplete_pass-1,interception-1,no_huddle-1,pass_attempt-1,pass_touchdown-1,qb_dropback-1,qb_hit-1,rush_attempt-1,rush_touchdown-1,shotgun-1,tackled_for_loss-1,touchdown-1,air_yards-1,yards_after_catch-1,yards_gained-1,rec_yards-1,rush_yards-1,fanPts-2,complete_pass-2,fumble-2,incomplete_pass-2,interception-2,no_huddle-2,pass_attempt-2,pass_touchdown-2,qb_dropback-2,qb_hit-2,rush_attempt-2,rush_touchdown-2,shotgun-2,tackled_for_loss-2,touchdown-2,air_yards-2,yards_after_catch-2,yards_gained-2,rec_yards-2,rush_yards-2,fanPts-3,complete_pass-3,fumble-3,incomplete_pass-3,interception-3,no_huddle-3,pass_attempt-3,pass_touchdown-3,qb_dropback-3,qb_hit-3,rush_attempt-3,rush_touchdown-3,shotgun-3,tackled_for_loss-3,touchdown-3,air_yards-3,yards_after_catch-3,yards_gained-3,rec_yards-3,rush_yards-3
2004,J.Stone,8.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,J.Taylor,13.8,6.0,0.0,11.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,138.0,146.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,J.Thrash,20.3,17.0,0.0,4.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,203.0,0.0,68.8,51.0,0.0,47.0,6.0,0.0,104.0,1.0,104.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,628.0,576.0,52.0,138.5,58.0,1.0,56.0,1.0,0.0,115.0,7.0,115.0,0.0,20.0,2.0,0.0,4.0,9.0,0.0,0.0,865.0,735.0,130.0,155.6,74.0,1.0,47.0,3.0,0.0,124.0,8.0,124.0,0.0,8.0,0.0,0.0,2.0,9.0,0.0,0.0,1036.0,982.0,54.0
2004,J.Tuman,33.7,10.0,0.0,11.0,3.0,0.0,24.0,3.0,24.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,97.0,97.0,0.0,17.3,12.0,0.0,6.0,1.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,113.0,113.0,0.0,20.3,7.0,0.0,11.0,1.0,0.0,20.0,2.0,20.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,83.0,83.0,0.0,15.9,8.0,0.0,13.0,0.0,0.0,21.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,99.0,99.0,0.0
2004,J.Urban,15.7,6.0,1.0,2.0,1.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,117.0,117.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,J.Walker,214.9,91.0,2.0,51.0,7.0,1.0,149.0,12.0,149.0,0.0,0.0,0.0,27.0,0.0,13.0,0.0,0.0,1409.0,1409.0,0.0,138.4,47.0,1.0,31.0,5.0,2.0,83.0,9.0,83.0,0.0,3.0,0.0,24.0,1.0,9.0,0.0,0.0,864.0,871.0,-7.0,47.4,28.0,1.0,26.0,5.0,0.0,59.0,1.0,59.0,0.0,1.0,0.0,38.0,0.0,1.0,0.0,0.0,434.0,423.0,11.0,,,,,,,,,,,,,,,,,,,,
2004,J.Weaver,9.3,8.0,0.0,4.0,0.0,4.0,12.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,93.0,93.0,0.0,47.7,35.0,1.0,18.0,0.0,0.0,54.0,1.0,54.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,437.0,437.0,0.0,25.5,6.0,0.0,3.0,0.0,0.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,75.0,75.0,0.0,33.7,20.0,1.0,6.0,1.0,0.0,27.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,237.0,237.0,0.0
2004,J.Wells,66.0,11.0,1.0,5.0,0.0,0.0,16.0,2.0,16.0,0.0,83.0,3.0,7.0,6.0,5.0,0.0,0.0,380.0,79.0,301.0,3.1,2.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,31.0,17.0,14.0,69.7,9.0,3.0,3.0,0.0,0.0,12.0,0.0,12.0,0.0,197.0,3.0,1.0,37.0,3.0,0.0,0.0,577.0,48.0,529.0,,,,,,,,,,,,,,,,,,,,
2004,J.White,10.3,6.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,0.0,27.0,0.0,1.0,4.0,0.0,0.0,0.0,103.0,21.0,82.0,66.9,46.0,1.0,22.0,1.0,3.0,69.0,1.0,69.0,0.0,70.0,1.0,61.0,9.0,2.0,0.0,0.0,569.0,303.0,266.0,114.7,68.0,0.0,24.0,0.0,0.0,92.0,0.0,92.0,0.0,108.0,3.0,54.0,10.0,3.0,0.0,0.0,967.0,497.0,470.0,144.3,44.0,1.0,12.0,4.0,0.0,60.0,1.0,59.0,0.0,127.0,5.0,47.0,9.0,10.0,0.0,0.0,863.0,418.0,445.0
2004,J.Wiggins,98.3,76.0,1.0,22.0,1.0,4.0,99.0,4.0,99.0,0.0,0.0,0.0,45.0,0.0,4.0,0.0,0.0,763.0,763.0,0.0,18.3,13.0,0.0,13.0,0.0,0.0,26.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123.0,123.0,0.0,10.2,10.0,1.0,2.0,3.0,0.0,15.0,1.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,62.0,62.0,0.0,46.2,28.0,0.0,14.0,0.0,0.0,42.0,4.0,42.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,222.0,222.0,0.0
2004,J.Wilkins,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,J.Witten,136.2,87.0,2.0,33.0,2.0,0.0,123.0,6.0,122.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,982.0,982.0,0.0,43.7,39.0,0.0,20.0,3.0,0.0,62.0,1.0,62.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,377.0,377.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,J.Wright,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Amato,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Barlow,141.4,35.0,2.0,10.0,0.0,0.0,45.0,0.0,45.0,0.0,244.0,7.0,1.0,26.0,7.0,0.0,0.0,1034.0,212.0,822.0,163.1,35.0,6.0,7.0,2.0,1.0,44.0,1.0,43.0,0.0,201.0,6.0,12.0,18.0,7.0,0.0,0.0,1331.0,307.0,1024.0,115.3,15.0,2.0,8.0,0.0,0.0,23.0,1.0,23.0,0.0,152.0,5.0,2.0,16.0,6.0,0.0,0.0,833.0,139.0,694.0,105.8,24.0,1.0,7.0,0.0,0.0,31.0,1.0,31.0,0.0,130.0,4.0,1.0,7.0,5.0,0.0,0.0,778.0,249.0,529.0
2004,K.Boller,16.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53.0,1.0,6.0,0.0,1.0,0.0,0.0,189.0,0.0,189.0,4.199999999999999,0.0,4.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Brady,16.3,14.0,0.0,9.0,0.0,0.0,23.0,1.0,23.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,103.0,103.0,0.0,30.1,29.0,2.0,15.0,2.0,0.0,46.0,1.0,46.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,281.0,281.0,0.0,70.1,43.0,0.0,21.0,3.0,0.0,67.0,4.0,67.0,0.0,0.0,0.0,30.0,0.0,4.0,0.0,0.0,461.0,461.0,0.0,50.6,36.0,0.0,26.0,1.0,0.0,63.0,2.0,63.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,386.0,386.0,0.0
2004,K.Campbell,42.7,21.0,1.0,13.0,1.0,0.0,35.0,1.0,35.0,0.0,3.0,0.0,15.0,1.0,1.0,0.0,0.0,387.0,383.0,4.0,79.0,25.0,2.0,17.0,2.0,2.0,44.0,4.0,44.0,0.0,10.0,0.0,21.0,2.0,4.0,0.0,0.0,590.0,519.0,71.0,34.7,13.0,1.0,17.0,2.0,0.0,32.0,3.0,32.0,0.0,1.0,0.0,17.0,0.0,3.0,0.0,0.0,187.0,176.0,11.0,,,,,,,,,,,,,,,,,,,,
2004,K.Carter,3.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,32.0,0.0,32.0,14.1,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,1.0,0.0,2.0,1.0,0.0,0.0,81.0,11.0,70.0,,,,,,,,,,,,,,,,,,,,,57.1,13.0,0.0,7.0,1.0,0.0,21.0,0.0,21.0,0.0,63.0,3.0,19.0,8.0,3.0,0.0,0.0,391.0,83.0,308.0
2004,K.Colbert,109.6,47.0,1.0,42.0,3.0,0.0,93.0,5.0,93.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,0.0,756.0,756.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Collins,-2.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,1.0999999999999996,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,1.0,2.0,0.0,0.0,0.0,51.0,0.0,51.0,-12.3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,0.0,5.0,8.0,0.0,0.0,0.0,-3.0,0.0,-3.0,-18.9,1.0,13.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,39.0,0.0,8.0,1.0,0.0,0.0,0.0,71.0,-2.0,73.0
2004,K.Curtis,84.2,43.0,1.0,23.0,1.0,2.0,68.0,3.0,68.0,0.0,3.0,0.0,11.0,0.0,3.0,0.0,0.0,682.0,658.0,24.0,1.3,4.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Detmer,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,-7.0,0.0,-7.0,,,,,,,,,,,,,,,,,,,,,4.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0
2004,K.Dilger,58.7,39.0,0.0,15.0,1.0,1.0,57.0,3.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,347.0,347.0,0.0,32.4,22.0,2.0,17.0,2.0,0.0,41.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,244.0,244.0,0.0,51.7,41.0,1.0,17.0,0.0,0.0,58.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,417.0,417.0,0.0,42.5,32.0,2.0,20.0,2.0,0.0,55.0,1.0,55.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,345.0,345.0,0.0
2004,K.Dorsey,-1.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Faulk,81.5,29.0,1.0,4.0,0.0,1.0,33.0,1.0,33.0,0.0,76.0,2.0,27.0,4.0,3.0,0.0,0.0,655.0,286.0,369.0,112.4,56.0,4.0,17.0,2.0,2.0,75.0,0.0,74.0,0.0,193.0,0.0,27.0,19.0,0.0,0.0,0.0,1204.0,492.0,712.0,93.0,37.0,1.0,16.0,0.0,0.0,53.0,3.0,53.0,0.0,53.0,2.0,37.0,6.0,5.0,0.0,0.0,650.0,379.0,271.0,55.3,34.0,1.0,7.0,1.0,0.0,42.0,2.0,42.0,0.0,44.0,1.0,31.0,8.0,3.0,0.0,0.0,393.0,210.0,183.0
2004,K.Hankton,2.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,2.7,2.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,14.2,9.0,0.0,8.0,0.0,0.0,17.0,0.0,17.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,142.0,146.0,-4.0,,,,,,,,,,,,,,,,,,,,
2004,K.Heinrich,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.4,8.0,0.0,1.0,0.0,0.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Holcomb,-2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-3.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,K.Howry,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.5,2.0,0.0,3.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Johnson,210.8,114.0,2.0,70.0,14.0,5.0,198.0,9.0,195.0,0.0,3.0,0.0,26.0,0.0,11.0,0.0,0.0,1488.0,1475.0,13.0,154.4,103.0,2.0,62.0,4.0,2.0,169.0,6.0,169.0,0.0,0.0,0.0,54.0,0.0,6.0,0.0,0.0,1224.0,1224.0,0.0,288.9,161.0,1.0,124.0,20.0,1.0,307.0,10.0,303.0,0.0,0.0,0.0,59.0,0.0,13.0,0.0,0.0,2129.0,2129.0,0.0,295.8,193.0,4.0,111.0,10.0,0.0,314.0,10.0,313.0,0.0,0.0,0.0,104.0,0.0,10.0,0.0,0.0,2438.0,2438.0,0.0
2004,K.Jones,163.3,28.0,2.0,13.0,0.0,5.0,41.0,1.0,41.0,0.0,241.0,5.0,0.0,30.0,6.0,0.0,0.0,1313.0,180.0,1133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Kasper,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.0,0.0,4.0,1.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,19.0,23.0,-4.0,37.9,15.0,0.0,8.0,1.0,0.0,24.0,3.0,24.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,199.0,180.0,19.0,10.3,8.0,0.0,4.0,0.0,0.0,12.0,0.0,12.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,103.0,84.0,19.0
2004,K.Larson,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Mangum,57.4,34.0,0.0,21.0,3.0,2.0,58.0,3.0,58.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,334.0,334.0,0.0,18.1,19.0,1.0,12.0,2.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,201.0,201.0,0.0,15.9,16.0,0.0,12.0,1.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,159.0,0.0,20.9,15.0,0.0,12.0,0.0,0.0,28.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,89.0,89.0,0.0
2004,K.McCardell,56.6,35.0,0.0,27.0,2.0,0.0,64.0,2.0,64.0,0.0,1.0,0.0,12.0,0.0,2.0,0.0,0.0,446.0,443.0,3.0,164.0,84.0,1.0,48.0,6.0,0.0,138.0,8.0,137.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1180.0,1180.0,0.0,118.3,68.0,1.0,44.0,2.0,0.0,114.0,8.0,113.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,723.0,720.0,3.0,151.2,93.0,1.0,49.0,3.0,0.0,146.0,6.0,146.0,0.0,0.0,0.0,81.0,0.0,7.0,0.0,0.0,1112.0,1112.0,0.0
2004,K.Osgood,42.8,15.0,0.0,18.0,0.0,0.0,33.0,2.0,33.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,308.0,308.0,0.0,39.8,13.0,0.0,20.0,0.0,0.0,33.0,2.0,33.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,278.0,278.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Robinson,61.8,35.0,2.0,36.0,1.0,1.0,72.0,2.0,72.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,538.0,535.0,3.0,121.9,72.0,1.0,54.0,4.0,1.0,130.0,4.0,130.0,0.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0,999.0,984.0,15.0,155.6,78.0,2.0,58.0,5.0,0.0,141.0,5.0,141.0,0.0,8.0,0.0,3.0,2.0,5.0,0.0,0.0,1296.0,1240.0,56.0,56.9,39.0,2.0,38.0,1.0,0.0,78.0,1.0,77.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,549.0,536.0,13.0
2004,K.Stewart,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,41.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,60.0,3.0,3.0,2.0,3.0,0.0,0.0,292.0,0.0,292.0,23.1,0.0,4.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,43.0,2.0,12.0,3.0,2.0,0.0,0.0,191.0,0.0,191.0,70.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,114.0,5.0,19.0,8.0,5.0,0.0,0.0,608.0,0.0,608.0
2004,K.Thomas,2.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Walter,6.7,8.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,-2.2,3.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2004,K.Ware,0.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,1.7,3.0,0.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Warner,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,30.0,-2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7000000000000002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,6.800000000000001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,37.0,1.0,2.0,11.0,1.0,0.0,0.0,68.0,0.0,68.0
2004,K.Washington,55.7,31.0,0.0,17.0,1.0,2.0,50.0,3.0,50.0,0.0,1.0,0.0,10.0,1.0,3.0,0.0,0.0,377.0,378.0,-1.0,54.4,22.0,0.0,24.0,1.0,1.0,47.0,4.0,47.0,0.0,1.0,0.0,9.0,0.0,4.0,0.0,0.0,304.0,299.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,K.Watson,35.2,25.0,2.0,10.0,0.0,0.0,35.0,1.0,35.0,0.0,26.0,0.0,21.0,1.0,1.0,0.0,0.0,332.0,171.0,161.0,,,,,,,,,,,,,,,,,,,,,96.7,32.0,0.0,10.0,1.0,0.0,43.0,1.0,43.0,0.0,116.0,1.0,30.0,9.0,3.0,0.0,0.0,787.0,253.0,534.0,,,,,,,,,,,,,,,,,,,,
2004,K.Williams,18.3,18.0,1.0,12.0,0.0,0.0,30.0,0.0,30.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,203.0,197.0,6.0,17.8,7.0,0.0,9.0,1.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,116.0,2.0,13.9,8.0,0.0,4.0,0.0,0.0,12.0,1.0,12.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,79.0,84.0,-5.0,39.9,26.0,0.0,16.0,3.0,0.0,45.0,1.0,45.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,339.0,339.0,0.0
2004,K.Winslow,5.0,5.0,0.0,5.0,1.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,L.Betts,53.9,15.0,0.0,9.0,1.0,0.0,25.0,0.0,25.0,0.0,90.0,1.0,0.0,9.0,1.0,0.0,0.0,479.0,108.0,371.0,60.2,15.0,0.0,7.0,1.0,1.0,23.0,0.0,23.0,0.0,77.0,2.0,17.0,8.0,3.0,0.0,0.0,422.0,167.0,255.0,50.1,12.0,1.0,5.0,0.0,0.0,17.0,0.0,17.0,0.0,65.0,1.0,18.0,8.0,1.0,0.0,0.0,461.0,154.0,307.0,,,,,,,,,,,,,,,,,,,,
2004,L.Coles,98.7,90.0,1.0,72.0,6.0,0.0,168.0,1.0,168.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,947.0,950.0,-3.0,160.3,82.0,0.0,69.0,7.0,0.0,159.0,6.0,159.0,0.0,10.0,0.0,37.0,2.0,6.0,0.0,0.0,1243.0,1204.0,39.0,165.0,97.0,1.0,48.0,3.0,0.0,149.0,5.0,149.0,0.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1370.0,1332.0,38.0,146.3,67.0,2.0,46.0,3.0,0.0,116.0,7.0,116.0,0.0,11.0,0.0,0.0,2.0,7.0,0.0,0.0,1083.0,968.0,115.0
2004,L.Croom,9.2,2.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,29.0,0.0,2.0,3.0,0.0,0.0,0.0,92.0,16.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,L.Diamond,1.9,3.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,L.Evans,144.8,48.0,1.0,22.0,5.0,3.0,75.0,9.0,74.0,0.0,5.0,0.0,24.0,1.0,9.0,0.0,0.0,928.0,843.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,L.Fitzgerald,125.4,58.0,1.0,46.0,11.0,2.0,116.0,8.0,115.0,0.0,8.0,0.0,29.0,3.0,8.0,0.0,0.0,794.0,780.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
