,min,max,mean,std
fumble_recovery_1_yards,-6.0,77.0,2.0793388429752064,8.638067578033802
fumble_recovery_2_yards,-2.0,27.0,5.0,12.328828005937952
return_yards,-7.0,104.0,0.8391976110101272,4.804381510683182
penalty_yards,0.0,66.0,8.6163610719323,5.448151131342801
replay_or_challenge,0.0,1.0,0.0075590160887255,0.08661427309826342
defensive_two_point_attempt,0.0,1.0,0.00021639401021379727,0.014708904295381868
defensive_two_point_conv,0.0,1.0,8.655760408551892e-05,0.009303331919254584
defensive_extra_point_attempt,0.0,0.0,0.0,0.0
defensive_extra_point_conv,0.0,0.0,0.0,0.0
season,2016.0,2016.0,2016.0,0.0
cp,0.1361486315727234,0.9296079277992249,0.6349990969736038,0.17188306864605268
cpoe,-90.58279395103456,80.14103323221207,0.5469486625970235,44.76069084557647
series,1.0,83.0,29.64644705414013,17.262663538777375
series_success,0.0,1.0,0.565575830694214,0.49568738749179
play_clock,0.0,39.0,8.49030339329602,6.592823893576571
play_deleted,0.0,0.0,0.0,0.0
drive_real_start_time,,,,
drive_play_count,0.0,20.0,7.322445982798405,3.5537625523244407
drive_first_downs,0.0,8.0,2.510174113698343,1.9142747636732227
drive_inside20,0.0,1.0,0.40046150618837845,0.4899970662159686
drive_ended_with_score,0.0,1.0,0.47572897000209774,0.499415807963167
drive_quarter_start,1.0,5.0,2.5299139920285296,1.1351150046158511
drive_quarter_end,1.0,5.0,2.64392699811202,1.1274860705694312
drive_yards_penalized,-40.0,66.0,0.19314033983637507,8.039335051614367
drive_play_id_started,35.0,5449.0,2038.980302076778,1235.8057578785065
drive_play_id_ended,55.0,5592.0,2244.523389972729,1240.159671025347
away_score,0.0,48.0,21.577748404551933,9.299528340521618
home_score,0.0,49.0,24.563724983993886,9.186991018216716
result,-38.0,38.0,2.985976579441955,12.729060715589224
total,12.0,89.0,46.14147338854582,13.406531093045258
spread_line,-11.5,17.0,2.298106115367934,4.91602860834786
total_line,38.0,59.5,45.69025589128235,3.9093387078041077
div_game,0.0,1.0,0.36252297651748283,0.48073364874337643
temp,1.0,91.0,59.24811146550277,18.227631346815063
wind,0.0,71.0,8.132421241116893,6.43313693619355
success,0.0,1.0,0.42333478450152373,0.4940928645397151
pass,0.0,1.0,0.45909663561824904,0.49832925219790714
rush,0.0,1.0,0.2718973956504678,0.44494189580345844
first_down,0.0,1.0,0.23221241236042586,0.42224834644341414
special,0.0,1.0,0.1527499535306388,0.35975002174589965
play,0.0,1.0,0.7508829178628225,0.4325062137328294
qb_epa,-12.249235788185615,8.356571825686842,0.005880663545115875,1.2418689535494143
