param_activation,param_solver,param_hidden_layer_sizes,param_alpha,mean_test_score,std_test_score,rank_test_score,mean_fit_time,mean_score_time,std_fit_time,std_score_time
relu,lbfgs,18,0.001,0.455977597,0.033840994,16,6.140508032,0.0154006,0.609594306,0.009890431
relu,lbfgs,18,0.00001,0.455550695,0.034785808,17,4.478646088,0.005799627,0.433689862,0.000400716
relu,lbfgs,7,0.001,0.455301154,0.024006554,18,3.839617443,0.005201006,0.431890925,0.000400713
relu,lbfgs,7,1,0.454141876,0.024362618,21,4.661451054,0.006800127,0.541815469,0.001324853
relu,lbfgs,13,0.01,0.439652645,0.03123847,72,4.103137779,0.008401537,0.207746827,2.80E-03
relu,lbfgs,13,0.0001,0.439582501,0.027362881,73,4.59741683,0.018000937,0.295544183,0.012963147
relu,lbfgs,13,0.001,0.439204562,0.029249646,76,4.08761692,0.011599112,0.359262862,0.00970859
relu,lbfgs,13,1,0.43737675,0.029347092,81,4.325256205,0.009703732,0.397038043,0.001402356
relu,lbfgs,13,0.1,0.435918501,0.028055495,82,4.005239344,0.00312562,0.199756852,0.00625124
relu,lbfgs,13,0.00001,0.434539714,0.029778267,85,3.318103647,0.00780344,0.076620259,3.66E-03
relu,lbfgs,16,1,0.433551797,0.035920037,89,5.314369774,0.008998823,0.590804971,0.002098126
relu,lbfgs,16,0.001,0.428713959,0.030452198,91,5.087528133,0.009199858,0.099326608,0.001328344
relu,lbfgs,16,0.1,0.428198809,0.03599732,93,4.626568508,0.008050442,0.213094504,0.007004214
relu,lbfgs,16,0.01,0.427940316,0.03700156,94,5.314140701,0.009398079,0.382825371,0.002800899
relu,lbfgs,14,1,0.42650366,0.027619839,95,4.319933462,0.010201645,0.320495558,0.002484119
relu,lbfgs,14,0.1,0.424316193,0.028758478,96,4.904485083,0.004441833,0.718041122,0.003653476
relu,lbfgs,14,0.00001,0.42422946,0.029967177,97,3.189773226,0.006463194,0.135207048,4.52E-04
relu,lbfgs,14,0.001,0.423196618,0.026512039,98,4.09459877,0.013199806,0.107414266,0.008566545
relu,lbfgs,16,0.00001,0.422963307,0.033350803,99,4.069284678,0.015401602,0.308839763,0.013304836
relu,lbfgs,14,0.01,0.422703606,0.027289801,100,4.773643684,0.007597971,0.261094399,0.001019151
relu,lbfgs,14,0.0001,0.422357614,0.029004481,101,4.107906675,0.010402298,0.179836602,0.002652774
relu,lbfgs,16,0.0001,0.422109866,0.027989524,102,4.547160292,0.008200645,0.175296102,0.00116647
relu,lbfgs,30,1,0.409495318,0.029086333,103,8.320313978,0.011599398,0.398363957,0.004715397
relu,lbfgs,30,0.01,0.409383308,0.030021335,104,8.212717009,0.009243631,0.51297931,7.98E-04
relu,lbfgs,30,0.00001,0.408506376,0.028050748,105,6.288875818,0.007402563,0.064745225,0.000489774
relu,lbfgs,26,0.01,0.408384653,0.036975253,106,6.805016375,0.013709354,0.508449765,0.004713589
relu,lbfgs,30,0.1,0.40836605,0.026378013,107,8.597009563,0.003290939,0.640083301,0.006581879
relu,lbfgs,30,0.001,0.407678936,0.028671649,108,8.13238039,0.016907406,0.605460176,0.009728428
relu,lbfgs,26,0.1,0.407602168,0.03620904,109,6.665977335,0.010852861,0.251922562,0.009260805
relu,lbfgs,32,0.0001,0.407449719,0.030376947,110,6.700011301,0.011200666,0.302736473,0.006909979
relu,lbfgs,21,0.00001,0.407024466,0.030676628,111,4.754550552,0.012202549,0.036991486,0.010905724
relu,lbfgs,21,0.01,0.406749929,0.03112517,112,6.657747078,0.011399984,0.676117546,0.003383081
relu,lbfgs,26,0.00001,0.406707523,0.03579158,113,5.122709894,0.009002352,0.078384732,0.004052483
relu,lbfgs,21,1,0.406602723,0.032020333,114,6.946647453,0.009800625,0.501712637,0.0021355
relu,lbfgs,21,0.1,0.406592518,0.030980777,115,6.142436361,0.006401253,0.473864593,0.003382691
relu,lbfgs,21,0.0001,0.405838598,0.028540179,116,6.908280611,0.010601521,0.661552679,0.003877288
relu,lbfgs,26,1,0.405684124,0.036602078,117,7.460148954,0.012800884,0.767802118,0.00785732
relu,lbfgs,32,0.00001,0.405545202,0.031280807,118,7.287144518,0.007999706,0.590032675,0.001095542
relu,lbfgs,30,0.0001,0.405145494,0.031349566,119,8.218719769,0.014602757,0.445195416,0.00871086
relu,lbfgs,32,0.1,0.404708214,0.031423044,120,8.692058277,0.017864847,0.449523804,0.010031995
relu,lbfgs,26,0.001,0.404489438,0.037491875,121,6.588707161,0.015184402,0.320889461,0.005623234
relu,lbfgs,26,0.0001,0.404485929,0.037766014,122,6.565408325,0.010402346,0.165273829,0.003825661
relu,lbfgs,21,0.001,0.404415384,0.030160881,123,7.571091366,0.008624458,1.235458064,0.002225026
relu,lbfgs,32,0.001,0.403341632,0.033230228,124,8.124923134,0.018401241,0.205000368,0.007228681
relu,lbfgs,32,0.01,0.403313106,0.032136417,125,8.895829248,0.015801239,0.197948512,0.019375257
relu,lbfgs,32,1,0.402899546,0.034771671,126,9.989579439,0.011001253,1.457343324,0.001897757
relu,lbfgs,43,0.0001,0.396135457,0.029272409,127,10.13515358,0.014600992,1.048795913,0.006373765
relu,lbfgs,43,0.00001,0.394633758,0.025140818,128,8.24005127,0.0093997,0.125006262,0.00101865
relu,lbfgs,43,1,0.394229923,0.024450071,129,13.63945913,0.012002325,1.931082522,0.002097125
relu,lbfgs,43,0.001,0.39419842,0.026080973,130,10.7009686,0.018001556,0.563402193,1.08E-02
relu,lbfgs,43,0.1,0.393863204,0.026720295,131,11.64906378,0.01377821,0.588176336,0.007317958
relu,lbfgs,43,0.01,0.393733281,0.026841674,132,10.85841789,0.013800716,0.415574344,0.006148151
relu,lbfgs,41,0.1,0.390511864,0.032381412,133,9.680258465,0.003126287,0.28704666,0.006252575
relu,lbfgs,41,0.00001,0.388842998,0.032395396,134,7.693973064,0.016204977,0.254613565,0.010366014
relu,lbfgs,41,1,0.388489639,0.029686543,135,12.01522627,0.019402456,1.153359199,0.007868023
relu,lbfgs,41,0.01,0.387831857,0.032946101,136,9.817907858,0.012801456,0.2493606,0.002926645
relu,lbfgs,41,0.0001,0.386335196,0.030600481,137,9.196201229,0.011201954,0.632372447,3.97E-03
relu,lbfgs,41,0.001,0.38633144,0.032268446,138,9.77525773,0.014798689,0.150464353,0.00911041
relu,lbfgs,65,0.0001,0.383180178,0.037099843,139,11.72764187,0.014601088,0.146784175,0.00484093
relu,lbfgs,65,0.001,0.383019006,0.034765045,140,15.11977887,0.016202402,0.305008652,0.004955648
relu,lbfgs,65,1,0.382150553,0.031099284,141,16.0530149,0.024802589,1.658737824,0.01051649
relu,lbfgs,65,0.00001,0.381901679,0.037592895,142,11.17332563,0.013000584,0.05247812,0.005019672
relu,lbfgs,65,0.01,0.381860767,0.035020368,143,15.72593818,0.010601282,0.652005581,0.00531488
relu,lbfgs,65,0.1,0.377677026,0.032417087,144,14.10419364,0.011054897,0.306438603,0.00953217
