,param_activation,param_solver,param_hidden_layer_sizes,param_alpha,mean_test_score,std_test_score,rank_test_score,mean_fit_time,mean_score_time,std_fit_time,std_score_time
57,relu,adam,5,0.001,0.44942274113398756,0.04237329800268614,33,15.50089399019877,0.009666919708251953,4.080328147563782,0.002625630020567135
79,relu,adam,5,0.01,0.44820460905110093,0.0430746876156172,35,15.000856320063273,0.010333538055419922,4.219509856625449,0.0009422350709934669
101,relu,adam,5,0.1,0.4494313778527494,0.04236906119466192,30,15.636102596918741,0.012334823608398438,4.258880862211226,0.004497328989387157
123,relu,adam,5,1,0.44812912368189556,0.043117176529080516,36,15.088156700134277,0.012998819351196289,4.280081326927753,0.0043201806527968355
9,relu,adam,6,1e-05,0.4469282525829425,0.042784623399127274,38,13.160608132680258,0.014000415802001953,1.9054572797846394,0.008643267672491885
31,relu,adam,6,0.0001,0.44692825658522944,0.042784622703735,37,13.452009995778402,0.008000453313191732,1.6878993626853664,0.0008164381754661633
53,relu,adam,6,0.001,0.4468964162004845,0.04281462005617708,40,13.087173302968344,0.014001290003458658,1.7489786918869803,0.0021583246319148313
75,relu,adam,6,0.01,0.4468856024127274,0.04282544573429344,41,13.185802221298218,0.00966660181681315,1.767738170836688,0.0026254681812064805
97,relu,adam,6,0.1,0.4468833402546788,0.04282848653346001,42,13.067788203557333,0.00899974505106608,1.6052252981440391,0.0021601640108976712
119,relu,adam,6,1,0.44691563133416884,0.04282828219095296,39,13.347150723139444,0.00666499137878418,1.6807666177234384,0.00046817084587045236
11,relu,adam,7,1e-05,0.4501394776810841,0.04053544880522413,25,11.588399410247803,0.009334166844685873,0.6790280572010371,0.0023570766805402796
33,relu,adam,7,0.0001,0.4499272279303903,0.040642414417208256,27,11.698941707611084,0.007332563400268555,0.9549395913512541,0.00047002165459349024
55,relu,adam,7,0.001,0.45006443716431327,0.04056589423393376,26,11.606714248657227,0.013176997502644857,0.580944354703655,0.00201078494650416
77,relu,adam,7,0.01,0.44988575993702745,0.0406287960266491,28,11.65958865483602,0.010667244593302408,0.7117172008964556,0.0026247113053806826
99,relu,adam,7,0.1,0.44941609140961386,0.04089468012939227,34,11.850367863972982,0.005999247233072917,0.5440038086404831,1.5120742790254314e-06
121,relu,adam,7,1,0.4498526176438739,0.040691933557226084,29,11.67184885342916,0.009332100550333658,0.6441538739035424,0.0028685180870465263
15,relu,adam,9,1e-05,0.4438767936200474,0.04963250935406252,48,12.536320924758911,0.014673948287963867,2.572504811860487,0.005788290458302602
37,relu,adam,9,0.0001,0.44389336470214386,0.0496170994043391,47,12.821117877960205,0.009999990463256836,2.8261168638028358,0.004244356772613549
59,relu,adam,9,0.001,0.44390551021220714,0.04965031455050617,46,12.535421133041382,0.011001110076904297,2.528352213625019,0.004970035259581641
81,relu,adam,9,0.01,0.4440733710868589,0.04962246450126726,44,12.383712689081827,0.010332981745402018,2.5659529423071734,0.002055598056291566
103,relu,adam,9,0.1,0.44409073761315937,0.04963327697651394,43,12.663278102874756,0.012667576471964518,2.592457533345072,0.0012495927118159806
125,relu,adam,9,1,0.4438711015293701,0.04991285320946982,49,12.523713747660318,0.009333610534667969,2.230191238474753,0.003300604023547968
19,relu,adam,13,1e-05,0.4419299596218711,0.04483406035265009,52,14.091351191202799,0.008335272471110025,4.368042407896299,0.0018843575090783788
41,relu,adam,13,0.0001,0.4419281168654865,0.04482303832483153,53,14.11035124460856,0.014666080474853516,4.034928367337816,0.009466229345871874
63,relu,adam,13,0.001,0.4429799243682706,0.0444920961400826,50,14.210361003875732,0.008333524068196615,4.4525818363866225,0.00047131537405897025
85,relu,adam,13,0.01,0.4419056757631424,0.04478291100246263,54,14.126761754353842,0.01300048828125,4.429354591340364,0.007116375207392127
107,relu,adam,13,0.1,0.44200237997737907,0.04491020880964659,51,14.114574193954468,0.013332843780517578,4.1245016435100545,0.006180344575492898
129,relu,adam,13,1,0.443999487771449,0.04551560841051069,45,14.158082087834677,0.011662960052490234,4.028844686455493,0.005246414797292714
21,relu,adam,27,1e-05,0.45253673794937854,0.04375924410686656,14,14.929814974466959,0.008669137954711914,1.992951206918505,0.00047339596409924937
43,relu,adam,27,0.0001,0.45253652651068893,0.04375939513610813,15,14.778239409128824,0.010332266489664713,1.9602015461386257,0.0033011659643050104
65,relu,adam,27,0.001,0.45252847915044936,0.04375244321440275,16,14.817387421925863,0.0126649538675944,2.1484568904183163,0.0059059531207987
87,relu,adam,27,0.01,0.4525243355349737,0.043748680356541725,17,14.860909461975098,0.008330265680948893,1.9743263734422292,0.00047463869222455696
109,relu,adam,27,0.1,0.4525452681177968,0.04375368342085549,13,14.707473913828531,0.013337453206380209,1.9037954128803978,0.004718199265553916
131,relu,adam,27,1,0.45259940207811056,0.043743466993263494,12,14.807807445526123,0.008665800094604492,1.9821480323362028,0.0024943870038176886
7,relu,adam,37,1e-05,0.45518976604790423,0.04399171106355992,1,21.696452776590984,0.010667165120442709,5.558276160572758,0.0037734355706135364
29,relu,adam,37,0.0001,0.45518611339306264,0.043992434231288985,3,21.384338855743408,0.012332677841186523,5.2328850350797245,0.004027449304729081
51,relu,adam,37,0.001,0.45518839796644506,0.04401432047723992,2,21.39925233523051,0.012509743372599283,5.374086071466211,0.0032501585670700736
73,relu,adam,37,0.01,0.4532711550369734,0.042784747777933535,5,21.562870661417644,0.009001572926839193,5.4478159382502795,0.0021618929819979945
95,relu,adam,37,0.1,0.45415863665961614,0.043778208816176035,4,19.72255603472392,0.01133418083190918,2.792285883032206,0.0020519871536892396
117,relu,adam,37,1,0.4519321028533206,0.04179698719124194,18,20.53828986485799,0.014333804448445639,6.2124707253238425,0.00826005403430402
17,relu,adam,107,1e-05,0.4509989506810281,0.04674804232666606,22,19.865779399871826,0.012999931971232096,4.469064494214262,0.0014153473687938361
39,relu,adam,107,0.0001,0.4509805100940103,0.04671955250403984,23,19.90408953030904,0.01633445421854655,4.595197731656745,0.0061278709251338815
61,relu,adam,107,0.001,0.45103682194666356,0.046796015860131684,21,20.03838912645976,0.014669020970662435,4.812922499813033,0.003772255435035547
83,relu,adam,107,0.01,0.4509588831257993,0.046802249293047035,24,20.088388681411743,0.01133290926615397,4.57008346536772,0.0004737884627306561
105,relu,adam,107,0.1,0.45185930972661387,0.04649910821069588,19,20.179420709609985,0.013334830602010092,4.563538909099016,0.0018845827748666753
127,relu,adam,107,1,0.4512494824086127,0.04675388902906943,20,20.23292549451192,0.01266622543334961,4.51575563770733,0.0004723909030449833
0,relu,lbfgs,2,1e-05,0.35265706311898537,0.05974620391807804,68,1.8351908524831135,0.008664766947428385,0.7949489198182442,0.0020549136508474066
22,relu,lbfgs,2,0.0001,0.3585946467616013,0.055963320482175734,67,3.7013668219248452,0.011334578196207682,1.21774961710955,0.005437238655857009
44,relu,lbfgs,2,0.001,0.34692696508546533,0.057327802917105306,70,3.2347821394602456,0.007665872573852539,0.5927265702118432,0.0004705275073815209
66,relu,lbfgs,2,0.01,0.3456054216086466,0.06112951688340799,71,3.081097443898519,0.007665077845255534,1.4097583662238995,0.0004733372967443991
88,relu,lbfgs,2,0.1,0.3434926240697398,0.04991339362399905,72,2.421705881754557,0.006999413172403972,0.2577049726062159,2.9736021254650285e-06
110,relu,lbfgs,2,1,0.35127915192198794,0.0448441554197537,69,3.8609298865000405,0.009000380833943685,0.1329949175733874,0.001416588010072158
2,relu,lbfgs,3,1e-05,-1.547327377052163,1.4209881952067194,104,3.5806517601013184,0.0086668332417806,2.2230142521877663,0.0012470226230534055
24,relu,lbfgs,3,0.0001,-2.5027604158438286,3.476291609769058,107,3.8527779579162598,0.008666276931762695,2.3123852211543503,0.0009415610032408618
46,relu,lbfgs,3,0.001,-2.9948239507889736,3.727481393497727,110,4.014929533004761,0.00933233896891276,0.45760550483723433,0.002623978524528394
68,relu,lbfgs,3,0.01,-3.0856782016305573,3.458104257745716,113,4.035971403121948,0.0066680908203125,1.2934718882529492,0.0004703646302023766
90,relu,lbfgs,3,0.1,-1.139003577879625,0.6445039386597617,98,3.3763100306193032,0.00966493288675944,0.13315039425662978,0.0037725364931234288
112,relu,lbfgs,3,1,-1.0036175922106754,1.5884705578968072,95,3.5983052253723145,0.00733335812886556,1.9682846990826934,0.0004714841920967842
4,relu,lbfgs,4,1e-05,0.16226810665309155,0.03289622041592832,74,8.570497830708822,0.00900125503540039,1.5467871164466653,0.003558924695541641
26,relu,lbfgs,4,0.0001,-0.4082679143722147,0.44555017704682737,90,10.587305068969727,0.009334166844685873,3.7257757409590475,0.002357413734746879
48,relu,lbfgs,4,0.001,0.1026278591004463,0.09982096522236902,75,10.446538289388021,0.01300207773844401,2.6453790080750204,0.005717592938356976
70,relu,lbfgs,4,0.01,-0.37867618207764986,0.7979450107860919,88,7.990792195002238,0.007999738057454428,3.854458897201991,0.0014145612839683984
92,relu,lbfgs,4,0.1,0.20623466987933733,0.022330116455554137,73,6.1315529346466064,0.007999499638875326,1.607657814063735,0.001415741144235885
114,relu,lbfgs,4,1,0.02138823016195364,0.1928359800577783,77,11.734912077585856,0.009666522343953451,1.5179306693012693,0.003091684895743563
12,relu,lbfgs,5,1e-05,-0.3329732425657707,0.37457047477565164,84,13.119751612345377,0.007333517074584961,2.5687338818732512,0.0012456008085223787
34,relu,lbfgs,5,0.0001,-0.02866003988767406,0.14575756265441162,79,13.371770938237509,0.007332642873128255,1.7954821274996355,0.0012450047494692112
56,relu,lbfgs,5,0.001,0.06178542066200877,0.07438954462872592,76,10.025739351908365,0.009666363398234049,2.6542264073484385,0.0026242570101215235
78,relu,lbfgs,5,0.01,-0.057847625795522016,0.4179394621046917,81,6.602028210957845,0.010664701461791992,3.5917426080977695,0.00047086460162382225
100,relu,lbfgs,5,0.1,-0.034841651130605306,0.1425459212440203,80,9.97531263033549,0.015667517979939777,1.4535029264171733,0.006019484338380399
122,relu,lbfgs,5,1,0.0020963674572267166,0.1550479534742091,78,8.943598906199137,0.00899942715962728,2.285958915367,0.002943140058850148
8,relu,lbfgs,6,1e-05,-0.3422264274954551,0.24901406290463957,85,15.672081391016642,0.00799997647603353,1.6913044910657666,0.0014125375788931098
30,relu,lbfgs,6,0.0001,-0.39414336283770207,0.2077955216501929,89,12.619906028111776,0.00700068473815918,3.3635101239142644,2.0323931141764992e-06
52,relu,lbfgs,6,0.001,-1.1090859448458847,0.7308016212543029,96,15.820622046788534,0.006668965021769206,0.5109419044032122,0.000472833408070436
74,relu,lbfgs,6,0.01,-1.2019859147075918,1.5938373290578793,100,14.879877169926962,0.011667569478352865,2.385524464317853,0.007316336260108173
96,relu,lbfgs,6,0.1,-0.72481886666612,0.5890188876613032,93,15.455942312876383,0.009336312611897787,3.0118575148174904,0.004030935211813808
118,relu,lbfgs,6,1,-0.3450239450531048,0.22474863481344917,86,14.367975552876791,0.006997426350911458,2.4356126529679245,0.0008166333768904434
10,relu,lbfgs,7,1e-05,-0.35251173104629285,0.0937573572087818,87,11.511045853296915,0.009000221888224283,3.942125192961079,0.002449798953484057
32,relu,lbfgs,7,0.0001,-0.5366947665278403,0.35125894306847094,91,13.590211232503256,0.006332715352376302,3.136208255416841,0.0004719907656543071
54,relu,lbfgs,7,0.001,-0.7366855438728889,0.11788359814581022,94,15.737948338190714,0.00700068473815918,0.5950749104031307,0.0008166326962881497
76,relu,lbfgs,7,0.01,-0.6373829287191146,0.1735538608599049,92,15.746319850285849,0.007332007090250651,0.5467150543983965,0.0012463216890298886
98,relu,lbfgs,7,0.1,-0.14861988301488663,0.16101090910129956,82,16.105007648468018,0.007333993911743164,0.1795292995556189,0.00047221378225348435
120,relu,lbfgs,7,1,-0.22570676211604065,0.16112524817733806,83,14.663825035095215,0.006666262944539388,2.995121473843916,0.0009423487896373825
14,relu,lbfgs,9,1e-05,-1.3822473217280988,0.364230296517212,103,16.096681118011475,0.007335662841796875,0.49071007192329513,0.00047322562588468937
36,relu,lbfgs,9,0.0001,-1.5634259178276526,0.7258457850915425,105,16.29514280954997,0.00800164540608724,0.9891422906083963,0.0008171340459489471
58,relu,lbfgs,9,0.001,-1.1122938524384274,0.24330720243863044,97,15.972088098526001,0.011001030604044596,0.24995491861964836,0.0035541913605382927
80,relu,lbfgs,9,0.01,-1.2840979879996732,0.13729101712722644,102,15.978413899739584,0.007668972015380859,0.22863278509191295,0.00047087836365866404
102,relu,lbfgs,9,0.1,-1.2477193044890043,0.1134626724661771,101,16.12783757845561,0.007668336232503255,0.47777643962359545,0.000471096705022621
124,relu,lbfgs,9,1,-1.1659855532787253,0.7551011087874439,99,16.931414047876995,0.008335192998250326,0.5892998411966813,0.0018871112964487595
18,relu,lbfgs,13,1e-05,-2.6232209698564053,0.6257031828080262,109,21.331674734751385,0.007335106531778972,0.3964122750798836,0.00046991071459679426
40,relu,lbfgs,13,0.0001,-2.5460541885117625,0.9593476299501681,108,21.154507557551067,0.00800339380900065,0.7420060778630466,0.0008141989550473443
62,relu,lbfgs,13,0.001,-2.4138748514459434,0.7373164168981703,106,21.280675649642944,0.01266916592915853,0.5134306020475169,0.008014419950917478
84,relu,lbfgs,13,0.01,-3.0308280971649046,1.3135414429623784,112,21.073465585708618,0.010002613067626953,0.8904053143783238,0.0021609733925296976
106,relu,lbfgs,13,0.1,-4.327769166697876,2.0841242610306145,122,21.23201258977254,0.010996659596761068,0.5492326038231968,0.004238737099655013
128,relu,lbfgs,13,1,-3.128799455125465,1.3737185182682923,114,21.527039845784504,0.008001486460367838,0.6918013643107134,6.836513890459241e-07
20,relu,lbfgs,27,1e-05,-6.564563636603508,1.5458029672351723,131,32.346042474110924,0.013999700546264648,0.4368630492098041,0.0037422146505116443
42,relu,lbfgs,27,0.0001,-7.097587649436897,1.1964823933996473,132,32.35676193237305,0.00833288828531901,0.6750715646491849,0.0009403319502932796
64,relu,lbfgs,27,0.001,-6.264260181209977,1.2774365111978923,130,32.640299002329506,0.007999658584594727,0.5067611692246619,0.000814884522654648
86,relu,lbfgs,27,0.01,-6.229389571698843,0.928329800646309,129,32.35579244295756,0.01800115903218587,0.568741793725087,0.013444099110229297
108,relu,lbfgs,27,0.1,-5.797707107652354,0.8344294110268717,127,32.463231007258095,0.01033639907836914,0.8427717446842047,0.003402654014301741
130,relu,lbfgs,27,1,-4.134794346488878,0.7095683164675008,121,28.425326744715374,0.004998524983723958,0.8763714159199683,0.0014145056407549924
6,relu,lbfgs,37,1e-05,-5.96907657492999,1.3584372771646303,128,36.552608569463096,0.007998784383138021,0.774263049056089,0.0008146867004669946
28,relu,lbfgs,37,0.0001,-5.760959571294852,0.8262906460686925,126,35.88594722747803,0.009333451588948568,0.9890306313118674,0.0012477455167658933
50,relu,lbfgs,37,0.001,-5.662749699086448,1.2835304347292644,125,36.09383090337118,0.009333213170369467,0.9478682728355989,0.0012492741685000543
72,relu,lbfgs,37,0.01,-5.345163865009705,1.4711680054038727,124,36.33051713307699,0.008668184280395508,1.2232507854368566,0.0012463004148087458
94,relu,lbfgs,37,0.1,-4.867681570965267,1.0086231035559436,123,36.33833201726278,0.02466869354248047,0.5714225946596968,0.012229730541557694
116,relu,lbfgs,37,1,-3.6177447274618046,0.6225750149964905,117,34.3373236656189,0.013002554575602213,5.060022864021399,0.004319886693616631
16,relu,lbfgs,107,1e-05,-3.532224618322129,0.7875090502690035,116,92.79896330833435,0.014336109161376953,0.9821108588542133,0.0032996888793759443
38,relu,lbfgs,107,0.0001,-3.6266886457238456,0.5888442609050147,118,92.3129514058431,0.016002575556437176,1.0711344867350432,0.007787877689463481
60,relu,lbfgs,107,0.001,-3.32671863927374,0.42328158139010535,115,93.56418482462566,0.01500240961710612,1.1553909813117973,0.002159318012719992
82,relu,lbfgs,107,0.01,-3.6679848222788944,0.19286878207571556,119,93.33837016423543,0.015001455942789713,1.5248502334284635,0.0037425557636783183
104,relu,lbfgs,107,0.1,-3.682423561247294,0.6052351841226625,120,92.29894892374675,0.013999700546264648,1.071628179544043,0.0014164726224301914
126,relu,lbfgs,107,1,-3.015220238685258,0.5409394105909903,111,52.46083291371664,0.014001607894897461,12.361803936463636,0.007874527233852948
