fanPts,rush_attempt,rush_touchdown,tackled_for_loss,yards_gained,fumble,touchdown,complete_pass,pass_attempt,pass_touchdown,air_yards,yards_after_catch,qb_dropback,qb_hit,qb_scramble,sack,fanPts-1,rush_attempt-1,rush_touchdown-1,tackled_for_loss-1,yards_gained-1,fumble-1,touchdown-1,complete_pass-1,pass_attempt-1,pass_touchdown-1,air_yards-1,yards_after_catch-1,qb_dropback-1,qb_hit-1,qb_scramble-1,sack-1,fanPts-2,rush_attempt-2,rush_touchdown-2,tackled_for_loss-2,yards_gained-2,fumble-2,touchdown-2,complete_pass-2,pass_attempt-2,pass_touchdown-2,air_yards-2,yards_after_catch-2,qb_dropback-2,qb_hit-2,qb_scramble-2,sack-2,fanPts-3,rush_attempt-3,rush_touchdown-3,tackled_for_loss-3,yards_gained-3,fumble-3,touchdown-3,complete_pass-3,pass_attempt-3,pass_touchdown-3,air_yards-3,yards_after_catch-3,qb_dropback-3,qb_hit-3,qb_scramble-3,sack-3
13.0,0.0,0.0,0.0,110.0,2.0,1.0,13.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,110.0,0.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.4,111.0,5.0,6.0,564.0,0.0,5.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,68.0,3.0,10.0,236.0,0.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.2,79.0,1.0,5.0,552.0,1.0,2.0,20.0,34.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,42.5,46.0,0.0,6.0,365.0,0.0,1.0,27.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,0.7,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2,1.0,0.0,0.0,232.0,1.0,0.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,539.0,1.0,3.0,50.0,81.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.3,0.0,0.0,0.0,73.0,0.0,1.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,80.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,121.0,0.0,2.0,14.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
8.8,0.0,0.0,0.0,88.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,81.0,0.0,2.0,14.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,33.0,0.0,1.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,144.0,0.0,1.0,13.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164.5,1.0,0.0,1.0,1165.0,0.0,8.0,96.0,159.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,209.2,3.0,0.0,0.0,1432.0,0.0,11.0,105.0,152.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,2.0,0.0,0.0,1120.0,3.0,6.0,89.0,142.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,1130.0,0.0,9.0,73.0,114.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
180.2,269.0,9.0,28.0,1302.0,5.0,10.0,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.2,351.0,8.0,23.0,2152.0,6.0,8.0,69.0,88.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,261.2,329.0,13.0,35.0,1732.0,4.0,16.0,47.0,75.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,44.9,17.0,1.0,0.0,269.0,0.0,3.0,16.0,22.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,71.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,0.0,0.0,0.0,364.0,0.0,7.0,27.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,1.0,0.0,0.0,265.0,1.0,2.0,21.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322.6,55.0,3.0,0.0,4715.0,17.0,42.0,368.0,620.0,38.0,0.0,0.0,618.0,31.0,0.0,39.0,205.96,84.0,3.0,2.0,3699.0,15.0,22.0,307.0,596.0,18.0,0.0,0.0,588.0,48.0,1.0,55.0,199.48000000000002,70.0,6.0,1.0,3087.0,14.0,26.0,257.0,475.0,18.0,0.0,0.0,472.0,24.0,0.0,32.0,281.44,98.0,4.0,5.0,4136.0,14.0,36.0,345.0,635.0,30.0,0.0,0.0,633.0,39.0,1.0,47.0
7.7,0.0,0.0,0.0,17.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,82.0,1.0,2.0,7.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,141.0,0.0,2.0,16.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8,0.0,0.0,0.0,298.0,0.0,4.0,36.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
92.5,8.0,0.0,1.0,825.0,1.0,2.0,55.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4,12.0,0.0,1.0,804.0,0.0,2.0,62.0,94.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,127.4,9.0,1.0,1.0,794.0,0.0,8.0,44.0,58.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,3.0,0.0,0.0,237.0,2.0,0.0,18.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.5,1.0,0.0,0.0,825.0,0.0,7.0,46.0,105.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,0.0,0.0,144.0,0.0,0.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,2.0,0.0,1.0,830.0,1.0,6.0,61.0,122.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,157.2,6.0,1.0,0.0,1052.0,1.0,9.0,65.0,126.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0
5.4,2.0,0.0,0.0,135.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.44,6.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,125.0,1.0,1.0,19.0,29.0,1.0,0.0,0.0,29.0,1.0,0.0,1.0,-0.08,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,-4.32,6.0,0.0,0.0,142.0,5.0,0.0,21.0,49.0,0.0,0.0,0.0,47.0,6.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.8,58.0,2.0,7.0,288.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,50.0,0.0,2.0,278.0,0.0,1.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,174.8,233.0,9.0,29.0,1328.0,6.0,9.0,34.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,-10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,95.0,1.0,1.0,15.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,25.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,1.0,0.0,0.0,232.0,0.0,1.0,22.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,0.0,0.0,0.0,819.0,0.0,2.0,57.0,103.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11.4,0.0,0.0,0.0,114.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.4,0.0,0.0,0.0,34.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,76.0,2.0,1.0,12.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,0.0,0.0,0.0,127.0,0.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.9,0.0,0.0,0.0,409.0,0.0,7.0,37.0,69.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.5,213.0,1.0,14.0,965.0,3.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.8,114.0,5.0,5.0,1028.0,3.0,8.0,43.0,59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,222.3,302.0,6.0,30.0,1763.0,4.0,9.0,62.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,186.3,210.0,3.0,28.0,1503.0,3.0,7.0,80.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
110.4,6.0,0.0,0.0,804.0,0.0,5.0,58.0,106.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7,1.0,0.0,0.0,467.0,1.0,4.0,25.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,107.6,2.0,0.0,1.0,596.0,0.0,8.0,42.0,69.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
74.9,3.0,0.0,1.0,709.0,1.0,1.0,42.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,1.0,0.0,0.0,365.0,2.0,2.0,43.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,0.0,0.0,127.0,0.0,3.0,9.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,0.0,0.0,0.0,433.0,0.0,4.0,36.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
59.9,0.0,0.0,0.0,359.0,0.0,4.0,23.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9,0.0,0.0,0.0,359.0,0.0,1.0,26.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.0,0.0,1.0,850.0,2.0,4.0,53.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,52.0,0.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,155.0,0.0,1.0,10.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1.0,0.0,1.0,202.0,1.0,0.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,1.0,0.0,0.0,16.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,128.0,0.0,1.0,8.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,172.0,0.0,0.0,19.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,2.0,0.0,0.0,285.0,1.0,0.0,26.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,28.0,0.0,4.0,114.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.4,3.0,0.0,2.0,394.0,0.0,2.0,32.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,2.0,0.0,0.0,596.0,0.0,4.0,49.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7,3.0,0.0,1.0,667.0,2.0,4.0,51.0,94.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,1.0,0.0,0.0,473.0,0.0,0.0,49.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.9,0.0,0.0,0.0,219.0,1.0,1.0,25.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.480000000000004,10.0,0.0,0.0,712.0,4.0,4.0,58.0,103.0,3.0,0.0,0.0,103.0,9.0,0.0,11.0,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,9.4,1.0,0.0,0.0,94.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
33.8,0.0,0.0,0.0,278.0,0.0,1.0,20.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,50.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,19.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,28.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11.6,19.0,1.0,3.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2,0.0,0.0,0.0,102.0,0.0,1.0,10.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,290.0,2.0,2.0,26.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.9,6.0,1.0,0.0,449.0,0.0,3.0,34.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,8.0,1.0,1.0,500.0,2.0,5.0,43.0,62.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,0.0,2.0,35.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
5.1,0.0,0.0,0.0,51.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.5,132.0,4.0,10.0,515.0,3.0,4.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6,353.0,5.0,41.0,1346.0,1.0,5.0,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.1,375.0,13.0,28.0,1531.0,3.0,15.0,37.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,134.7,315.0,5.0,48.0,1207.0,8.0,5.0,37.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,13.0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.51999999999998,23.0,1.0,2.0,3088.0,14.0,20.0,295.0,556.0,16.0,0.0,0.0,552.0,26.0,0.0,32.0
269.5,367.0,10.0,31.0,2215.0,6.0,10.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.8,372.0,14.0,30.0,1898.0,6.0,14.0,59.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.8,287.0,2.0,33.0,1368.0,4.0,3.0,63.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.7,152.0,3.0,19.0,857.0,4.0,3.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.5,0.0,0.0,0.0,825.0,1.0,2.0,82.0,117.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,2.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,0.0,0.0,406.0,0.0,0.0,46.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,400.0,1.0,3.0,44.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7,69.0,0.0,8.0,477.0,1.0,2.0,18.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
156.3,2.0,0.0,0.0,1103.0,1.0,8.0,62.0,108.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,125.2,2.0,0.0,0.0,912.0,1.0,6.0,59.0,106.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,108.4,7.0,0.0,0.0,964.0,0.0,2.0,53.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,5.0,0.0,2.0,515.0,2.0,1.0,31.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37.3,0.0,0.0,0.0,193.0,0.0,3.0,25.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,0.0,0.0,0.0,398.0,1.0,3.0,44.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0,0.0,0.0,208.0,0.0,1.0,17.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,0.0,0.0,0.0,263.0,0.0,2.0,25.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53.8,6.0,0.0,0.0,995.0,5.0,6.0,95.0,211.0,6.0,0.0,0.0,206.0,11.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,19.5,0.0,0.0,0.0,195.0,0.0,0.0,19.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,2.0,0.0,0.0,925.0,1.0,2.0,69.0,103.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,94.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12.9,9.0,0.0,0.0,69.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,17.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
134.2,5.0,0.0,1.0,1062.0,1.0,5.0,88.0,152.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,780.0,0.0,1.0,64.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.9,1.0,0.0,0.0,1299.0,2.0,10.0,100.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,124.9,3.0,0.0,1.0,909.0,1.0,6.0,67.0,137.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
105.6,5.0,0.0,1.0,836.0,1.0,4.0,56.0,82.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,3.0,0.0,1.0,265.0,0.0,3.0,18.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,268.0,0.0,1.0,17.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.8,0.0,0.0,0.0,38.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.3,267.0,9.0,31.0,1063.0,4.0,10.0,16.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,44.3,90.0,2.0,11.0,363.0,2.0,2.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.4,254.0,5.0,39.0,1064.0,3.0,6.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.7,261.0,3.0,39.0,1137.0,1.0,3.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.3,0.0,0.0,0.0,273.0,0.0,3.0,19.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,51.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.0,0.0,0.0,151.0,0.0,3.0,23.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9,9.0,0.0,1.0,59.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,17.0,0.0,1.0,208.0,0.0,1.0,19.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,29.0,0.0,1.0,253.0,0.0,1.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,23.0,1.0,1.0,172.0,1.0,1.0,16.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.2,1.0,0.0,0.0,172.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,29.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
60.6,0.0,0.0,0.0,426.0,0.0,3.0,45.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,81.7,0.0,0.0,0.0,517.0,0.0,5.0,55.0,89.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.0,0.0,358.0,0.0,2.0,44.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.8,0.0,0.0,0.0,388.0,0.0,4.0,35.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4,2.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,26.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.0,1.0,15.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,2.0,0.0,1.0,97.0,1.0,3.0,22.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,2.0,0.0,0.0,74.0,0.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.3,0.0,0.0,0.0,473.0,1.0,3.0,30.0,59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8,0.0,0.0,0.0,598.0,0.0,4.0,42.0,71.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,105.0,1.0,0.0,12.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.5,2.0,0.0,1.0,295.0,0.0,1.0,24.0,51.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.699999999999999,8.0,1.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,0.0,0.0,0.0,71.0,0.0,1.0,8.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
