tackled_for_loss_seasonTotal,yards_gained_seasonTotal,fumble_seasonTotal,touchdown_seasonTotal,complete_pass_seasonTotal,pass_attempt_seasonTotal,pass_touchdown_seasonTotal,air_yards_seasonTotal,qb_dropback_seasonTotal,qb_hit_seasonTotal,qb_scramble_seasonTotal,sack_seasonTotal,tackled_for_loss-1_seasonTotal,yards_gained-1_seasonTotal,fumble-1_seasonTotal,touchdown-1_seasonTotal,complete_pass-1_seasonTotal,pass_attempt-1_seasonTotal,pass_touchdown-1_seasonTotal,air_yards-1_seasonTotal,qb_dropback-1_seasonTotal,qb_hit-1_seasonTotal,qb_scramble-1_seasonTotal,sack-1_seasonTotal,tackled_for_loss-2_seasonTotal,yards_gained-2_seasonTotal,fumble-2_seasonTotal,touchdown-2_seasonTotal,complete_pass-2_seasonTotal,pass_attempt-2_seasonTotal,pass_touchdown-2_seasonTotal,air_yards-2_seasonTotal,qb_dropback-2_seasonTotal,qb_hit-2_seasonTotal,qb_scramble-2_seasonTotal,sack-2_seasonTotal,tackled_for_loss-3_seasonTotal,yards_gained-3_seasonTotal,fumble-3_seasonTotal,touchdown-3_seasonTotal,complete_pass-3_seasonTotal,pass_attempt-3_seasonTotal,pass_touchdown-3_seasonTotal,air_yards-3_seasonTotal,qb_dropback-3_seasonTotal,qb_hit-3_seasonTotal,qb_scramble-3_seasonTotal,sack-3_seasonTotal,tackled_for_loss_avgPerGame,yards_gained_avgPerGame,fumble_avgPerGame,touchdown_avgPerGame,complete_pass_avgPerGame,pass_attempt_avgPerGame,pass_touchdown_avgPerGame,air_yards_avgPerGame,qb_dropback_avgPerGame,qb_hit_avgPerGame,qb_scramble_avgPerGame,sack_avgPerGame,tackled_for_loss-1_avgPerGame,yards_gained-1_avgPerGame,fumble-1_avgPerGame,touchdown-1_avgPerGame,complete_pass-1_avgPerGame,pass_attempt-1_avgPerGame,pass_touchdown-1_avgPerGame,air_yards-1_avgPerGame,qb_dropback-1_avgPerGame,qb_hit-1_avgPerGame,qb_scramble-1_avgPerGame,sack-1_avgPerGame,tackled_for_loss-2_avgPerGame,yards_gained-2_avgPerGame,fumble-2_avgPerGame,touchdown-2_avgPerGame,complete_pass-2_avgPerGame,pass_attempt-2_avgPerGame,pass_touchdown-2_avgPerGame,air_yards-2_avgPerGame,qb_dropback-2_avgPerGame,qb_hit-2_avgPerGame,qb_scramble-2_avgPerGame,sack-2_avgPerGame,tackled_for_loss-3_avgPerGame,yards_gained-3_avgPerGame,fumble-3_avgPerGame,touchdown-3_avgPerGame,complete_pass-3_avgPerGame,pass_attempt-3_avgPerGame,pass_touchdown-3_avgPerGame,air_yards-3_avgPerGame,qb_dropback-3_avgPerGame,qb_hit-3_avgPerGame,qb_scramble-3_avgPerGame,sack-3_avgPerGame,fanPts,fanPts-1,fanPts-2,fanPts-3
0.0,143.0,0.0,2.0,10.0,14.0,2.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143.0,0.0,2.0,10.0,14.0,2.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.719999999999999,,,
0.0,2018.0,8.0,13.0,178.0,326.0,12.0,0.0,324.0,10.0,0.0,14.0,0.0,67.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,168.16666666666666,0.6666666666666666,1.0833333333333333,14.833333333333334,27.166666666666668,1.0,0.0,27.0,0.8333333333333334,0.0,1.1666666666666667,0.0,67.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,116.72,2.68,0.32,
0.0,556.0,4.0,5.0,48.0,103.0,5.0,0.0,100.0,3.0,0.0,5.0,1.0,181.0,6.0,2.0,22.0,66.0,0.0,0.0,66.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,139.0,1.0,1.25,12.0,25.75,1.25,0.0,25.0,0.75,0.0,1.25,0.25,45.25,1.5,0.5,5.5,16.5,0.0,0.0,16.5,2.5,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,34.239999999999995,3.24,,
7.0,382.0,1.0,0.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,492.0,2.0,3.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4666666666666667,25.466666666666665,0.06666666666666667,0.0,1.3333333333333333,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,32.8,0.13333333333333333,0.2,1.2666666666666666,1.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.28,27.68,,
,,,,,,,,,,,,2.0,96.0,1.0,0.0,10.0,21.0,0.0,0.0,21.0,1.0,0.0,1.0,0.0,104.0,0.0,0.0,12.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,48.0,0.5,0.0,5.0,10.5,0.0,0.0,10.5,0.5,0.0,0.5,0.0,52.0,0.0,0.0,6.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.8399999999999999,4.16,
8.0,4361.0,22.0,44.0,362.0,611.0,36.0,0.0,611.0,16.0,0.0,25.0,5.0,3688.0,17.0,21.0,338.0,615.0,20.0,0.0,614.0,27.0,0.0,33.0,0.0,4012.0,17.0,24.0,341.0,628.0,22.0,0.0,623.0,27.0,0.0,35.0,,,,,,,,,,,,,0.4444444444444444,242.27777777777777,1.2222222222222223,2.4444444444444446,20.11111111111111,33.94444444444444,2.0,0.0,33.94444444444444,0.8888888888888888,0.0,1.3888888888888888,0.3125,230.5,1.0625,1.3125,21.125,38.4375,1.25,0.0,38.375,1.6875,0.0,2.0625,0.0,250.75,1.0625,1.5,21.3125,39.25,1.375,0.0,38.9375,1.6875,0.0,2.1875,,,,,,,,,,,,,306.44,197.52,222.48000000000002,
1.0,2757.0,13.0,27.0,276.0,493.0,23.0,0.0,490.0,34.0,0.0,38.0,5.0,2647.0,6.0,20.0,219.0,357.0,19.0,0.0,353.0,14.0,0.0,17.0,1.0,2994.0,17.0,18.0,261.0,476.0,14.0,0.0,472.0,22.0,0.0,27.0,,,,,,,,,,,,,0.06666666666666667,183.8,0.8666666666666667,1.8,18.4,32.86666666666667,1.5333333333333334,0.0,32.666666666666664,2.2666666666666666,0.0,2.533333333333333,0.5,264.7,0.6,2.0,21.9,35.7,1.9,0.0,35.3,1.4,0.0,1.7,0.07142857142857142,213.85714285714286,1.2142857142857142,1.2857142857142858,18.642857142857142,34.0,1.0,0.0,33.714285714285715,1.5714285714285714,0.0,1.9285714285714286,,,,,,,,,,,,,192.28,173.88,157.76,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,938.0,2.0,8.0,85.0,168.0,6.0,0.0,167.0,10.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104.22222222222223,0.2222222222222222,0.8888888888888888,9.444444444444445,18.666666666666668,0.6666666666666666,0.0,18.555555555555557,1.1111111111111112,0.0,1.2222222222222223,,,,,,,,,,,,,,,65.52000000000001,
,,,,,,,,,,,,0.0,115.0,0.0,0.0,8.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.333333333333336,0.0,0.0,2.6666666666666665,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,1.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,,,,,,,,,,,,,4.6,0.28,
0.0,133.0,0.0,1.0,9.0,18.0,1.0,0.0,18.0,1.0,0.0,1.0,0.0,497.0,2.0,3.0,49.0,100.0,3.0,0.0,100.0,11.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,133.0,0.0,1.0,9.0,18.0,1.0,0.0,18.0,1.0,0.0,1.0,0.0,99.4,0.4,0.6,9.8,20.0,0.6,0.0,20.0,2.2,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,9.32,27.88,,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,1912.0,6.0,11.0,139.0,288.0,7.0,0.0,284.0,19.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,191.2,0.6,1.1,13.9,28.8,0.7,0.0,28.4,1.9,0.0,1.9,,,,,,,,,,,,,,,108.48,
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0.0,2263.0,9.0,13.0,198.0,377.0,12.0,0.0,370.0,27.0,0.0,33.0,0.0,2420.0,8.0,15.0,221.0,452.0,13.0,0.0,446.0,37.0,0.0,41.0,1.0,1848.0,6.0,16.0,151.0,304.0,13.0,0.0,303.0,32.0,0.0,36.0,,,,,,,,,,,,,0.0,226.3,0.9,1.3,19.8,37.7,1.2,0.0,37.0,2.7,0.0,3.3,0.0,161.33333333333334,0.5333333333333333,1.0,14.733333333333333,30.133333333333333,0.8666666666666667,0.0,29.733333333333334,2.466666666666667,0.0,2.7333333333333334,0.09090909090909091,168.0,0.5454545454545454,1.4545454545454546,13.727272727272727,27.636363636363637,1.1818181818181819,0.0,27.545454545454547,2.909090909090909,0.0,3.272727272727273,,,,,,,,,,,,,124.51999999999998,140.8,125.92000000000002,
2.0,2672.0,8.0,19.0,223.0,407.0,16.0,0.0,404.0,38.0,0.0,41.0,0.0,2041.0,9.0,11.0,193.0,371.0,10.0,0.0,369.0,37.0,0.0,40.0,0.0,2166.0,8.0,19.0,174.0,337.0,16.0,0.0,334.0,30.0,0.0,32.0,,,,,,,,,,,,,0.14285714285714285,190.85714285714286,0.5714285714285714,1.3571428571428572,15.928571428571429,29.071428571428573,1.1428571428571428,0.0,28.857142857142858,2.7142857142857144,0.0,2.9285714285714284,0.0,145.78571428571428,0.6428571428571429,0.7857142857142857,13.785714285714286,26.5,0.7142857142857143,0.0,26.357142857142858,2.642857142857143,0.0,2.857142857142857,0.0,180.5,0.6666666666666666,1.5833333333333333,14.5,28.083333333333332,1.3333333333333333,0.0,27.833333333333332,2.5,0.0,2.6666666666666665,,,,,,,,,,,,,166.88,107.64,146.64,
,,,,,,,,,,,,0.0,42.0,1.0,1.0,6.0,13.0,1.0,0.0,13.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,0.5,0.5,3.0,6.5,0.5,0.0,6.5,1.0,0.0,1.5,0.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,3.6799999999999997,0.16,
,,,,,,,,,,,,,,,,,,,,,,,,1.0,82.0,0.0,1.0,10.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,13.666666666666666,0.0,0.16666666666666666,1.6666666666666667,3.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,7.279999999999999,
,,,,,,,,,,,,0.0,1803.0,11.0,12.0,154.0,306.0,8.0,0.0,304.0,25.0,0.0,27.0,1.0,1533.0,9.0,8.0,127.0,250.0,8.0,0.0,245.0,15.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,180.3,1.1,1.2,15.4,30.6,0.8,0.0,30.4,2.5,0.0,2.7,0.06666666666666667,102.2,0.6,0.5333333333333333,8.466666666666667,16.666666666666668,0.5333333333333333,0.0,16.333333333333332,1.0,0.0,1.2,,,,,,,,,,,,,,98.12,75.32,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,516.0,2.0,2.0,46.0,88.0,2.0,0.0,88.0,6.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,172.0,0.6666666666666666,0.6666666666666666,15.333333333333334,29.333333333333332,0.6666666666666666,0.0,29.333333333333332,2.0,0.0,2.3333333333333335,,,,,,,,,,,,,,,24.64,
0.0,95.0,0.0,1.0,10.0,21.0,1.0,0.0,21.0,1.0,0.0,1.0,0.0,63.0,0.0,1.0,2.0,6.0,1.0,0.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.5,0.0,0.5,5.0,10.5,0.5,0.0,10.5,0.5,0.0,0.5,0.0,63.0,0.0,1.0,2.0,6.0,1.0,0.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,7.8,6.52,,
0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,0.76,,
0.0,319.0,2.0,4.0,26.0,56.0,3.0,0.0,55.0,5.0,0.0,5.0,0.0,32.0,1.0,1.0,3.0,7.0,1.0,0.0,7.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,79.75,0.5,1.0,6.5,14.0,0.75,0.0,13.75,1.25,0.0,1.25,0.0,32.0,1.0,1.0,3.0,7.0,1.0,0.0,7.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,24.759999999999998,3.2800000000000002,,
4.0,2882.0,16.0,22.0,293.0,569.0,11.0,0.0,563.0,20.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26666666666666666,192.13333333333333,1.0666666666666667,1.4666666666666666,19.533333333333335,37.93333333333333,0.7333333333333333,0.0,37.53333333333333,1.3333333333333333,0.0,1.7333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.28,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-2.16,
0.0,489.0,3.0,3.0,50.0,94.0,3.0,0.0,93.0,7.0,0.0,7.0,2.0,3185.0,15.0,21.0,312.0,576.0,17.0,0.0,575.0,41.0,0.0,45.0,1.0,3744.0,14.0,20.0,305.0,594.0,19.0,0.0,592.0,50.0,0.0,55.0,,,,,,,,,,,,,0.0,163.0,1.0,1.0,16.666666666666668,31.333333333333332,1.0,0.0,31.0,2.3333333333333335,0.0,2.3333333333333335,0.125,199.0625,0.9375,1.3125,19.5,36.0,1.0625,0.0,35.9375,2.5625,0.0,2.8125,0.0625,234.0,0.875,1.25,19.0625,37.125,1.1875,0.0,37.0,3.125,0.0,3.4375,,,,,,,,,,,,,25.56,181.4,201.76,
0.0,227.0,2.0,1.0,15.0,29.0,1.0,0.0,29.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,227.0,2.0,1.0,15.0,29.0,1.0,0.0,29.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08,,,
0.0,39.0,1.0,0.0,4.0,10.0,0.0,0.0,10.0,2.0,0.0,2.0,1.0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.5,0.5,0.0,2.0,5.0,0.0,0.0,5.0,1.0,0.0,1.0,0.25,2.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.43999999999999995,0.32,,
5.0,2846.0,20.0,20.0,236.0,402.0,14.0,0.0,399.0,24.0,0.0,33.0,1.0,4578.0,19.0,44.0,327.0,573.0,36.0,0.0,568.0,32.0,0.0,38.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.45454545454545453,258.72727272727275,1.8181818181818181,1.8181818181818181,21.454545454545453,36.54545454545455,1.2727272727272727,0.0,36.27272727272727,2.1818181818181817,0.0,3.0,0.05555555555555555,254.33333333333334,1.0555555555555556,2.4444444444444446,18.166666666666668,31.833333333333332,2.0,0.0,31.555555555555557,1.7777777777777777,0.0,2.111111111111111,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,153.84,321.12,-1.76,
3.0,3488.0,14.0,16.0,294.0,547.0,15.0,0.0,544.0,23.0,0.0,25.0,1.0,1753.0,9.0,9.0,129.0,234.0,8.0,0.0,234.0,7.0,0.0,9.0,4.0,3471.0,8.0,22.0,264.0,502.0,19.0,0.0,497.0,22.0,0.0,26.0,,,,,,,,,,,,,0.1875,218.0,0.875,1.0,18.375,34.1875,0.9375,0.0,34.0,1.4375,0.0,1.5625,0.1,175.3,0.9,0.9,12.9,23.4,0.8,0.0,23.4,0.7,0.0,0.9,0.26666666666666666,231.4,0.5333333333333333,1.4666666666666666,17.6,33.46666666666667,1.2666666666666666,0.0,33.13333333333333,1.4666666666666666,0.0,1.7333333333333334,,,,,,,,,,,,,175.52,88.12,210.84,
,,,,,,,,,,,,0.0,296.0,2.0,1.0,39.0,67.0,1.0,0.0,67.0,4.0,0.0,4.0,0.0,1258.0,6.0,10.0,131.0,263.0,8.0,0.0,259.0,30.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98.66666666666667,0.6666666666666666,0.3333333333333333,13.0,22.333333333333332,0.3333333333333333,0.0,22.333333333333332,1.3333333333333333,0.0,1.3333333333333333,0.0,125.8,0.6,1.0,13.1,26.3,0.8,0.0,25.9,3.0,0.0,3.1,,,,,,,,,,,,,,11.84,78.32,
0.0,140.0,1.0,1.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,4.0,20.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,23.333333333333332,0.16666666666666666,0.16666666666666666,1.3333333333333333,2.1666666666666665,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.26666666666666666,1.3333333333333333,2.4,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.6,0.48,25.119999999999997,
,,,,,,,,,,,,0.0,464.0,2.0,2.0,57.0,124.0,2.0,0.0,123.0,7.0,0.0,8.0,0.0,556.0,1.0,5.0,42.0,88.0,4.0,0.0,85.0,6.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92.8,0.4,0.4,11.4,24.8,0.4,0.0,24.6,1.4,0.0,1.6,0.0,185.33333333333334,0.3333333333333333,1.6666666666666667,14.0,29.333333333333332,1.3333333333333333,0.0,28.333333333333332,2.0,0.0,1.6666666666666667,,,,,,,,,,,,,,22.56,40.239999999999995,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,2647.0,13.0,21.0,232.0,435.0,14.0,0.0,432.0,7.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,203.6153846153846,1.0,1.6153846153846154,17.846153846153847,33.46153846153846,1.0769230769230769,0.0,33.23076923076923,0.5384615384615384,0.0,0.9230769230769231,,,,,,,,,,,,,,,163.88,
5.0,4136.0,14.0,36.0,345.0,635.0,30.0,0.0,633.0,39.0,1.0,47.0,1.0,4105.0,16.0,32.0,376.0,702.0,24.0,0.0,695.0,44.0,0.0,53.0,0.0,1055.0,8.0,9.0,107.0,246.0,8.0,0.0,243.0,22.0,0.0,28.0,,,,,,,,,,,,,0.2777777777777778,229.77777777777777,0.7777777777777778,2.0,19.166666666666668,35.27777777777778,1.6666666666666667,0.0,35.166666666666664,2.1666666666666665,0.05555555555555555,2.611111111111111,0.05555555555555555,228.05555555555554,0.8888888888888888,1.7777777777777777,20.88888888888889,39.0,1.3333333333333333,0.0,38.611111111111114,2.4444444444444446,0.0,2.9444444444444446,0.0,95.9090909090909,0.7272727272727273,0.8181818181818182,9.727272727272727,22.363636363636363,0.7272727272727273,0.0,22.09090909090909,2.0,0.0,2.5454545454545454,,,,,,,,,,,,,281.44,260.2,62.2,
1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,8.0,2.0,117.0,226.0,2.0,0.0,226.0,14.0,0.0,17.0,1.0,1200.0,10.0,8.0,119.0,247.0,7.0,0.0,245.0,15.0,0.0,20.0,,,,,,,,,,,,,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.8,0.2,11.7,22.6,0.2,0.0,22.6,1.4,0.0,1.7,0.1,120.0,1.0,0.8,11.9,24.7,0.7,0.0,24.5,1.5,0.0,2.0,,,,,,,,,,,,,-0.08,31.68,60.0,
,,,,,,,,,,,,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,3.0,22.0,53.0,0.0,0.0,53.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.75,5.5,13.25,0.0,0.0,13.25,1.25,0.0,1.25,,,,,,,,,,,,,,-0.08,19.52,
2.0,3088.0,14.0,20.0,295.0,556.0,16.0,0.0,552.0,26.0,0.0,32.0,1.0,3825.0,12.0,26.0,306.0,544.0,23.0,0.0,542.0,21.0,0.0,27.0,1.0,3229.0,11.0,23.0,294.0,524.0,22.0,0.0,518.0,21.0,0.0,26.0,,,,,,,,,,,,,0.125,193.0,0.875,1.25,18.4375,34.75,1.0,0.0,34.5,1.625,0.0,2.0,0.07142857142857142,273.2142857142857,0.8571428571428571,1.8571428571428572,21.857142857142858,38.857142857142854,1.6428571428571428,0.0,38.714285714285715,1.5,0.0,1.9285714285714286,0.0625,201.8125,0.6875,1.4375,18.375,32.75,1.375,0.0,32.375,1.3125,0.0,1.625,,,,,,,,,,,,,175.51999999999998,233.0,199.16,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,727.0,3.0,3.0,78.0,148.0,2.0,0.0,148.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,121.16666666666667,0.5,0.5,13.0,24.666666666666668,0.3333333333333333,0.0,24.666666666666668,1.1666666666666667,0.0,1.1666666666666667,,,,,,,,,,,,,,,35.08,
,,,,,,,,,,,,0.0,17.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,241.0,2.0,1.0,32.0,59.0,0.0,0.0,59.0,4.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.5,1.0,0.5,16.0,29.5,0.0,0.0,29.5,2.0,0.0,2.5,,,,,,,,,,,,,,0.68,9.64,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,248.0,2.0,2.0,18.0,36.0,2.0,0.0,36.0,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,248.0,2.0,2.0,18.0,36.0,2.0,0.0,36.0,6.0,0.0,6.0,,,,,,,,,,,,,,,13.920000000000002,
2.0,296.0,2.0,4.0,30.0,51.0,3.0,0.0,51.0,2.0,0.0,3.0,0.0,1852.0,6.0,12.0,151.0,277.0,9.0,0.0,276.0,11.0,0.0,16.0,0.0,2179.0,5.0,10.0,196.0,368.0,10.0,0.0,359.0,29.0,0.0,33.0,,,,,,,,,,,,,0.5,74.0,0.5,1.0,7.5,12.75,0.75,0.0,12.75,0.5,0.0,0.75,0.0,185.2,0.6,1.2,15.1,27.7,0.9,0.0,27.6,1.1,0.0,1.6,0.0,217.9,0.5,1.0,19.6,36.8,1.0,0.0,35.9,2.9,0.0,3.3,,,,,,,,,,,,,23.84,110.08,117.16,
0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2118.0,9.0,15.0,184.0,328.0,13.0,0.0,326.0,22.0,0.0,24.0,4.0,2838.0,13.0,20.0,215.0,418.0,16.0,0.0,416.0,24.0,0.0,30.0,,,,,,,,,,,,,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09090909090909091,192.54545454545453,0.8181818181818182,1.3636363636363635,16.727272727272727,29.818181818181817,1.1818181818181819,0.0,29.636363636363637,2.0,0.0,2.1818181818181817,0.2857142857142857,202.71428571428572,0.9285714285714286,1.4285714285714286,15.357142857142858,29.857142857142858,1.1428571428571428,0.0,29.714285714285715,1.7142857142857142,0.0,2.142857142857143,,,,,,,,,,,,,-0.04,126.72,167.51999999999998,
,,,,,,,,,,,,,,,,,,,,,,,,1.0,551.0,1.0,5.0,42.0,82.0,3.0,0.0,82.0,5.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,275.5,0.5,2.5,21.0,41.0,1.5,0.0,41.0,2.5,0.0,3.0,,,,,,,,,,,,,,,40.04,
1.0,3554.0,16.0,28.0,288.0,508.0,20.0,0.0,508.0,26.0,0.0,30.0,4.0,2772.0,4.0,17.0,227.0,430.0,14.0,0.0,429.0,25.0,0.0,26.0,0.0,809.0,1.0,4.0,68.0,113.0,4.0,0.0,112.0,6.0,0.0,7.0,,,,,,,,,,,,,0.058823529411764705,209.05882352941177,0.9411764705882353,1.6470588235294117,16.941176470588236,29.88235294117647,1.1764705882352942,0.0,29.88235294117647,1.5294117647058822,0.0,1.7647058823529411,0.25,173.25,0.25,1.0625,14.1875,26.875,0.875,0.0,26.8125,1.5625,0.0,1.625,0.0,101.125,0.125,0.5,8.5,14.125,0.5,0.0,14.0,0.75,0.0,0.875,,,,,,,,,,,,,222.16,170.88,46.36,
,,,,,,,,,,,,0.0,50.0,0.0,0.0,11.0,24.0,0.0,0.0,24.0,3.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,0.0,11.0,24.0,0.0,0.0,24.0,3.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2.0,-0.08,
