tackled_for_loss_seasonTotal,yards_gained_seasonTotal,fumble_seasonTotal,touchdown_seasonTotal,complete_pass_seasonTotal,pass_attempt_seasonTotal,pass_touchdown_seasonTotal,air_yards_seasonTotal,qb_dropback_seasonTotal,qb_hit_seasonTotal,qb_scramble_seasonTotal,sack_seasonTotal,tackled_for_loss-1_seasonTotal,yards_gained-1_seasonTotal,fumble-1_seasonTotal,touchdown-1_seasonTotal,complete_pass-1_seasonTotal,pass_attempt-1_seasonTotal,pass_touchdown-1_seasonTotal,air_yards-1_seasonTotal,qb_dropback-1_seasonTotal,qb_hit-1_seasonTotal,qb_scramble-1_seasonTotal,sack-1_seasonTotal,tackled_for_loss-2_seasonTotal,yards_gained-2_seasonTotal,fumble-2_seasonTotal,touchdown-2_seasonTotal,complete_pass-2_seasonTotal,pass_attempt-2_seasonTotal,pass_touchdown-2_seasonTotal,air_yards-2_seasonTotal,qb_dropback-2_seasonTotal,qb_hit-2_seasonTotal,qb_scramble-2_seasonTotal,sack-2_seasonTotal,tackled_for_loss-3_seasonTotal,yards_gained-3_seasonTotal,fumble-3_seasonTotal,touchdown-3_seasonTotal,complete_pass-3_seasonTotal,pass_attempt-3_seasonTotal,pass_touchdown-3_seasonTotal,air_yards-3_seasonTotal,qb_dropback-3_seasonTotal,qb_hit-3_seasonTotal,qb_scramble-3_seasonTotal,sack-3_seasonTotal,tackled_for_loss_avgPerGame,yards_gained_avgPerGame,fumble_avgPerGame,touchdown_avgPerGame,complete_pass_avgPerGame,pass_attempt_avgPerGame,pass_touchdown_avgPerGame,air_yards_avgPerGame,qb_dropback_avgPerGame,qb_hit_avgPerGame,qb_scramble_avgPerGame,sack_avgPerGame,tackled_for_loss-1_avgPerGame,yards_gained-1_avgPerGame,fumble-1_avgPerGame,touchdown-1_avgPerGame,complete_pass-1_avgPerGame,pass_attempt-1_avgPerGame,pass_touchdown-1_avgPerGame,air_yards-1_avgPerGame,qb_dropback-1_avgPerGame,qb_hit-1_avgPerGame,qb_scramble-1_avgPerGame,sack-1_avgPerGame,tackled_for_loss-2_avgPerGame,yards_gained-2_avgPerGame,fumble-2_avgPerGame,touchdown-2_avgPerGame,complete_pass-2_avgPerGame,pass_attempt-2_avgPerGame,pass_touchdown-2_avgPerGame,air_yards-2_avgPerGame,qb_dropback-2_avgPerGame,qb_hit-2_avgPerGame,qb_scramble-2_avgPerGame,sack-2_avgPerGame,tackled_for_loss-3_avgPerGame,yards_gained-3_avgPerGame,fumble-3_avgPerGame,touchdown-3_avgPerGame,complete_pass-3_avgPerGame,pass_attempt-3_avgPerGame,pass_touchdown-3_avgPerGame,air_yards-3_avgPerGame,qb_dropback-3_avgPerGame,qb_hit-3_avgPerGame,qb_scramble-3_avgPerGame,sack-3_avgPerGame,fanPts,fanPts-1,fanPts-2,fanPts-3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,186.0,0.0,0.0,22.0,30.0,0.0,141.0,30.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,186.0,0.0,0.0,22.0,30.0,0.0,141.0,30.0,3.0,0.0,0.0,,,,7.44
0.0,180.0,3.0,1.0,15.0,31.0,0.0,319.0,31.0,6.0,0.0,3.0,1.0,37.0,1.0,0.0,2.0,5.0,0.0,35.0,5.0,2.0,0.0,1.0,1.0,858.0,4.0,7.0,98.0,193.0,3.0,1095.0,191.0,44.0,0.0,17.0,,,,,,,,,,,,,0.0,90.0,1.5,0.5,7.5,15.5,0.0,159.5,15.5,3.0,0.0,1.5,0.3333333333333333,12.333333333333334,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,0.0,11.666666666666666,1.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.14285714285714285,122.57142857142857,0.5714285714285714,1.0,14.0,27.571428571428573,0.42857142857142855,156.42857142857142,27.285714285714285,6.285714285714286,0.0,2.4285714285714284,,,,,,,,,,,,,5.199999999999999,-0.52,54.32,
0.0,515.0,2.0,3.0,48.0,101.0,2.0,893.0,99.0,18.0,0.0,9.0,0.0,15.0,0.0,1.0,1.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0,105.0,2.0,0.0,13.0,30.0,0.0,217.0,29.0,6.0,0.0,4.0,0.0,23.0,0.0,0.0,3.0,5.0,0.0,52.0,4.0,0.0,0.0,0.0,0.0,171.66666666666666,0.6666666666666666,1.0,16.0,33.666666666666664,0.6666666666666666,297.6666666666667,33.0,6.0,0.0,3.0,0.0,15.0,0.0,1.0,1.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,0.3333333333333333,0.0,2.1666666666666665,5.0,0.0,36.166666666666664,4.833333333333333,1.0,0.0,0.6666666666666666,0.0,11.5,0.0,0.0,1.5,2.5,0.0,26.0,2.0,0.0,0.0,0.0,28.6,4.6,0.20000000000000018,0.92
0.0,440.0,4.0,2.0,48.0,103.0,2.0,806.0,100.0,16.0,0.0,5.0,1.0,1735.0,8.0,15.0,160.0,292.0,14.0,2723.0,287.0,22.0,0.0,13.0,0.0,1203.0,6.0,7.0,119.0,222.0,6.0,1742.0,221.0,19.0,0.0,5.0,0.0,2947.0,14.0,12.0,269.0,468.0,12.0,4004.0,465.0,34.0,0.0,9.0,0.0,146.66666666666666,1.3333333333333333,0.6666666666666666,16.0,34.333333333333336,0.6666666666666666,268.6666666666667,33.333333333333336,5.333333333333333,0.0,1.6666666666666667,0.1,173.5,0.8,1.5,16.0,29.2,1.4,272.3,28.7,2.2,0.0,1.3,0.0,171.85714285714286,0.8571428571428571,1.0,17.0,31.714285714285715,0.8571428571428571,248.85714285714286,31.571428571428573,2.7142857142857144,0.0,0.7142857142857143,0.0,173.35294117647058,0.8235294117647058,0.7058823529411765,15.823529411764707,27.529411764705884,0.7058823529411765,235.52941176470588,27.352941176470587,2.0,0.0,0.5294117647058824,17.6,113.4,64.12,137.88
0.0,1801.0,10.0,9.0,146.0,284.0,9.0,2042.0,279.0,40.0,0.0,30.0,2.0,1160.0,8.0,9.0,115.0,205.0,7.0,1572.0,201.0,21.0,0.0,15.0,0.0,713.0,3.0,6.0,62.0,100.0,4.0,687.0,100.0,6.0,0.0,4.0,0.0,146.0,0.0,2.0,17.0,34.0,0.0,271.0,34.0,3.0,0.0,0.0,0.0,200.11111111111111,1.1111111111111112,1.0,16.22222222222222,31.555555555555557,1.0,226.88888888888889,31.0,4.444444444444445,0.0,3.3333333333333335,0.2857142857142857,165.71428571428572,1.1428571428571428,1.2857142857142858,16.428571428571427,29.285714285714285,1.0,224.57142857142858,28.714285714285715,3.0,0.0,2.142857142857143,0.0,237.66666666666666,1.0,2.0,20.666666666666668,33.333333333333336,1.3333333333333333,229.0,33.333333333333336,2.0,0.0,1.3333333333333333,0.0,24.333333333333332,0.0,0.3333333333333333,2.8333333333333335,5.666666666666667,0.0,45.166666666666664,5.666666666666667,0.5,0.0,0.0,88.04,66.4,46.519999999999996,13.84
,,,,,,,,,,,,,,,,,,,,,,,,0.0,59.0,0.0,0.0,6.0,13.0,0.0,103.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.375,0.0,0.0,0.75,1.625,0.0,12.875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.36,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,482.0,5.0,4.0,72.0,131.0,3.0,804.0,131.0,21.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120.5,1.25,1.0,18.0,32.75,0.75,201.0,32.75,5.25,0.0,3.25,,,,,,,,,,,,,,,25.28,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,4.0,7.0,0.0,28.0,7.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.5,0.0,0.0,2.0,3.5,0.0,14.0,3.5,1.0,0.0,0.5,,,,0.6
0.0,1717.0,6.0,10.0,150.0,262.0,9.0,1981.0,257.0,24.0,0.0,10.0,0.0,3508.0,10.0,22.0,293.0,533.0,20.0,4579.0,529.0,56.0,0.0,34.0,0.0,3707.0,6.0,24.0,336.0,571.0,21.0,3806.0,566.0,42.0,0.0,29.0,1.0,2870.0,12.0,24.0,273.0,494.0,18.0,3701.0,489.0,48.0,0.0,27.0,0.0,190.77777777777777,0.6666666666666666,1.1111111111111112,16.666666666666668,29.11111111111111,1.0,220.11111111111111,28.555555555555557,2.6666666666666665,0.0,1.1111111111111112,0.0,269.84615384615387,0.7692307692307693,1.6923076923076923,22.53846153846154,41.0,1.5384615384615385,352.2307692307692,40.69230769230769,4.3076923076923075,0.0,2.6153846153846154,0.0,231.6875,0.375,1.5,21.0,35.6875,1.3125,237.875,35.375,2.625,0.0,1.8125,0.06666666666666667,191.33333333333334,0.8,1.6,18.2,32.93333333333333,1.2,246.73333333333332,32.6,3.2,0.0,1.8,96.68,208.32,232.28,186.8
,,,,,,,,,,,,,,,,,,,,,,,,1.0,4168.0,19.0,34.0,386.0,599.0,32.0,4352.0,591.0,76.0,0.0,26.0,0.0,5532.0,20.0,43.0,495.0,770.0,41.0,5037.0,762.0,115.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,245.1764705882353,1.1176470588235294,2.0,22.705882352941178,35.23529411764706,1.8823529411764706,256.0,34.76470588235294,4.470588235294118,0.0,1.5294117647058822,0.0,276.6,1.0,2.15,24.75,38.5,2.05,251.85,38.1,5.75,0.0,1.55,,,264.72,353.28
0.0,281.0,2.0,0.0,30.0,60.0,0.0,362.0,59.0,8.0,0.0,4.0,0.0,124.0,0.0,0.0,11.0,19.0,0.0,190.0,19.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,1.0,5.0,0.0,19.0,5.0,2.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25,0.5,0.0,7.5,15.0,0.0,90.5,14.75,2.0,0.0,1.0,0.0,124.0,0.0,0.0,11.0,19.0,0.0,190.0,19.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.5,2.5,0.0,9.5,2.5,1.0,0.0,1.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,4.96,-0.2,0.6
0.0,27.0,0.0,0.0,1.0,3.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,110.0,0.0,3.0,7.0,14.0,2.0,159.0,14.0,3.0,0.0,1.0,0.0,90.0,1.0,0.0,15.0,31.0,0.0,61.0,30.0,4.0,0.0,1.0,,,,,,,,,,,,,0.0,27.0,0.0,0.0,1.0,3.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,55.0,0.0,1.5,3.5,7.0,1.0,79.5,7.0,1.5,0.0,0.5,0.0,22.5,0.25,0.0,3.75,7.75,0.0,15.25,7.5,1.0,0.0,0.25,,,,,,,,,,,,,1.08,16.4,1.6,
,,,,,,,,,,,,,,,,,,,,,,,,0.0,1406.0,7.0,6.0,140.0,262.0,5.0,1891.0,259.0,31.0,0.0,14.0,1.0,2522.0,8.0,15.0,254.0,482.0,11.0,3814.0,479.0,53.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,156.22222222222223,0.7777777777777778,0.6666666666666666,15.555555555555555,29.11111111111111,0.5555555555555556,210.11111111111111,28.77777777777778,3.4444444444444446,0.0,1.5555555555555556,0.06666666666666667,168.13333333333333,0.5333333333333333,1.0,16.933333333333334,32.13333333333333,0.7333333333333333,254.26666666666668,31.933333333333334,3.533333333333333,0.0,2.533333333333333,,,66.24000000000001,144.88
0.0,1688.0,7.0,10.0,161.0,292.0,10.0,2440.0,288.0,43.0,0.0,22.0,0.0,3118.0,8.0,29.0,271.0,499.0,27.0,3845.0,488.0,73.0,0.0,29.0,2.0,2872.0,16.0,17.0,272.0,538.0,16.0,3998.0,530.0,70.0,0.0,42.0,1.0,3749.0,9.0,23.0,328.0,564.0,21.0,3906.0,558.0,79.0,0.0,44.0,0.0,187.55555555555554,0.7777777777777778,1.1111111111111112,17.88888888888889,32.44444444444444,1.1111111111111112,271.1111111111111,32.0,4.777777777777778,0.0,2.4444444444444446,0.0,194.875,0.5,1.8125,16.9375,31.1875,1.6875,240.3125,30.5,4.5625,0.0,1.8125,0.13333333333333333,191.46666666666667,1.0666666666666667,1.1333333333333333,18.133333333333333,35.86666666666667,1.0666666666666667,266.53333333333336,35.333333333333336,4.666666666666667,0.0,2.8,0.0625,234.3125,0.5625,1.4375,20.5,35.25,1.3125,244.125,34.875,4.9375,0.0,2.75,93.52,224.72,150.88,223.96
0.0,494.0,1.0,7.0,33.0,54.0,6.0,474.0,54.0,11.0,0.0,5.0,1.0,420.0,1.0,4.0,40.0,73.0,3.0,585.0,73.0,13.0,0.0,7.0,0.0,44.0,1.0,0.0,7.0,13.0,0.0,93.0,12.0,2.0,0.0,1.0,0.0,10.0,1.0,0.0,2.0,5.0,0.0,22.0,5.0,1.0,0.0,0.0,0.0,98.8,0.2,1.4,6.6,10.8,1.2,94.8,10.8,2.2,0.0,1.0,0.14285714285714285,60.0,0.14285714285714285,0.5714285714285714,5.714285714285714,10.428571428571429,0.42857142857142855,83.57142857142857,10.428571428571429,1.8571428571428572,0.0,1.0,0.0,11.0,0.25,0.0,1.75,3.25,0.0,23.25,3.0,0.5,0.0,0.25,0.0,2.5,0.25,0.0,0.5,1.25,0.0,5.5,1.25,0.25,0.0,0.0,45.760000000000005,30.799999999999997,-0.24,-1.6
,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.12,
,,,,,,,,,,,,4.0,210.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,151.0,0.0,1.0,6.0,9.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.6666666666666666,35.0,0.0,0.16666666666666666,1.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.7142857142857143,21.571428571428573,0.0,0.14285714285714285,0.8571428571428571,1.2857142857142858,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.5,0.5,0.0,0.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,,12.4,10.04,-0.9199999999999999
1.0,3470.0,9.0,21.0,319.0,537.0,18.0,4129.0,534.0,46.0,0.0,19.0,0.0,3393.0,10.0,24.0,314.0,557.0,19.0,4499.0,553.0,54.0,0.0,32.0,0.0,2939.0,16.0,18.0,293.0,521.0,17.0,3351.0,519.0,71.0,0.0,32.0,0.0,1166.0,4.0,6.0,109.0,229.0,5.0,1935.0,227.0,36.0,0.0,19.0,0.0625,216.875,0.5625,1.3125,19.9375,33.5625,1.125,258.0625,33.375,2.875,0.0,1.1875,0.0,212.0625,0.625,1.5,19.625,34.8125,1.1875,281.1875,34.5625,3.375,0.0,2.0,0.0,209.92857142857142,1.1428571428571428,1.2857142857142858,20.928571428571427,37.214285714285715,1.2142857142857142,239.35714285714286,37.07142857142857,5.071428571428571,0.0,2.2857142857142856,0.0,166.57142857142858,0.5714285714285714,0.8571428571428571,15.571428571428571,32.714285714285715,0.7142857142857143,276.42857142857144,32.42857142857143,5.142857142857143,0.0,2.7142857142857144,204.8,211.72,157.56,62.64
0.0,101.0,0.0,0.0,11.0,17.0,0.0,203.0,17.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,33.666666666666664,0.0,0.0,3.6666666666666665,5.666666666666667,0.0,67.66666666666667,5.666666666666667,1.0,0.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,
0.0,56.0,0.0,1.0,10.0,13.0,1.0,18.0,13.0,2.0,0.0,0.0,,,,,,,,,,,,,0.0,478.0,2.0,1.0,58.0,89.0,0.0,681.0,88.0,12.0,0.0,2.0,0.0,250.0,2.0,1.0,15.0,31.0,1.0,300.0,31.0,2.0,0.0,2.0,0.0,28.0,0.0,0.5,5.0,6.5,0.5,9.0,6.5,1.0,0.0,0.0,,,,,,,,,,,,,0.0,53.111111111111114,0.2222222222222222,0.1111111111111111,6.444444444444445,9.88888888888889,0.0,75.66666666666667,9.777777777777779,1.3333333333333333,0.0,0.2222222222222222,0.0,62.5,0.5,0.25,3.75,7.75,0.25,75.0,7.75,0.5,0.0,0.5,6.24,,19.12,10.0
1.0,4274.0,7.0,34.0,371.0,635.0,29.0,5429.0,628.0,89.0,0.0,28.0,0.0,3822.0,11.0,31.0,377.0,631.0,29.0,5067.0,629.0,72.0,0.0,28.0,0.0,2873.0,10.0,24.0,263.0,471.0,22.0,3746.0,464.0,42.0,0.0,19.0,4.0,3638.0,11.0,22.0,291.0,495.0,18.0,4310.0,492.0,40.0,0.0,20.0,0.058823529411764705,251.41176470588235,0.4117647058823529,2.0,21.823529411764707,37.35294117647059,1.7058823529411764,319.3529411764706,36.94117647058823,5.235294117647059,0.0,1.6470588235294117,0.0,224.8235294117647,0.6470588235294118,1.8235294117647058,22.176470588235293,37.11764705882353,1.7058823529411764,298.05882352941177,37.0,4.235294117647059,0.0,1.6470588235294117,0.0,205.21428571428572,0.7142857142857143,1.7142857142857142,18.785714285714285,33.642857142857146,1.5714285714285714,267.57142857142856,33.142857142857146,3.0,0.0,1.3571428571428572,0.23529411764705882,214.0,0.6470588235294118,1.2941176470588236,17.11764705882353,29.11764705882353,1.0588235294117647,253.52941176470588,28.941176470588236,2.3529411764705883,0.0,1.1764705882352942,292.96000000000004,254.88,190.92000000000002,211.52
0.0,3334.0,14.0,39.0,308.0,583.0,26.0,4384.0,577.0,68.0,0.0,39.0,0.0,3835.0,15.0,26.0,332.0,627.0,22.0,5464.0,620.0,53.0,0.0,30.0,0.0,2889.0,14.0,23.0,237.0,463.0,16.0,4062.0,455.0,46.0,0.0,27.0,,,,,,,,,,,,,0.0,208.375,0.875,2.4375,19.25,36.4375,1.625,274.0,36.0625,4.25,0.0,2.4375,0.0,213.05555555555554,0.8333333333333334,1.4444444444444444,18.444444444444443,34.833333333333336,1.2222222222222223,303.55555555555554,34.44444444444444,2.9444444444444446,0.0,1.6666666666666667,0.0,160.5,0.7777777777777778,1.2777777777777777,13.166666666666666,25.72222222222222,0.8888888888888888,225.66666666666666,25.27777777777778,2.5555555555555554,0.0,1.5,,,,,,,,,,,,,261.36,227.39999999999998,179.56,
0.0,2390.0,3.0,17.0,178.0,308.0,15.0,2463.0,306.0,40.0,0.0,16.0,0.0,4174.0,13.0,26.0,365.0,607.0,24.0,4416.0,601.0,71.0,0.0,32.0,2.0,4680.0,9.0,32.0,396.0,611.0,29.0,4444.0,604.0,88.0,0.0,26.0,0.0,2964.0,14.0,18.0,251.0,404.0,15.0,2891.0,395.0,53.0,0.0,23.0,0.0,239.0,0.3,1.7,17.8,30.8,1.5,246.3,30.6,4.0,0.0,1.6,0.0,260.875,0.8125,1.625,22.8125,37.9375,1.5,276.0,37.5625,4.4375,0.0,2.0,0.125,292.5,0.5625,2.0,24.75,38.1875,1.8125,277.75,37.75,5.5,0.0,1.625,0.0,269.45454545454544,1.2727272727272727,1.6363636363636365,22.818181818181817,36.72727272727273,1.3636363636363635,262.8181818181818,35.90909090909091,4.818181818181818,0.0,2.090909090909091,157.6,244.96000000000004,297.2,162.56
0.0,5233.0,10.0,49.0,449.0,745.0,44.0,5893.0,739.0,83.0,0.0,36.0,0.0,512.0,3.0,7.0,57.0,103.0,6.0,669.0,103.0,10.0,0.0,4.0,1.0,2208.0,6.0,18.0,201.0,402.0,13.0,3045.0,390.0,56.0,0.0,23.0,,,,,,,,,,,,,0.0,307.8235294117647,0.5882352941176471,2.8823529411764706,26.41176470588235,43.8235294117647,2.588235294117647,346.6470588235294,43.470588235294116,4.882352941176471,0.0,2.1176470588235294,0.0,170.66666666666666,1.0,2.3333333333333335,19.0,34.333333333333336,2.0,223.0,34.333333333333336,3.3333333333333335,0.0,1.3333333333333333,0.1,220.8,0.6,1.8,20.1,40.2,1.3,304.5,39.0,5.6,0.0,2.3,,,,,,,,,,,,,385.32,42.480000000000004,148.32,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-14.0,2.0,0.0,1.0,5.0,0.0,7.0,5.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-7.0,1.0,0.0,0.5,2.5,0.0,3.5,2.5,0.5,0.0,1.5,,,,-4.5600000000000005
1.0,3766.0,14.0,20.0,253.0,446.0,18.0,3878.0,439.0,66.0,0.0,23.0,3.0,3789.0,15.0,33.0,253.0,447.0,22.0,3843.0,444.0,80.0,0.0,37.0,2.0,257.0,1.0,4.0,7.0,15.0,2.0,181.0,15.0,1.0,0.0,0.0,,,,,,,,,,,,,0.07692307692307693,289.6923076923077,1.0769230769230769,1.5384615384615385,19.46153846153846,34.30769230769231,1.3846153846153846,298.3076923076923,33.76923076923077,5.076923076923077,0.0,1.7692307692307692,0.23076923076923078,291.46153846153845,1.1538461538461537,2.5384615384615383,19.46153846153846,34.38461538461539,1.6923076923076923,295.61538461538464,34.15384615384615,6.153846153846154,0.0,2.8461538461538463,0.15384615384615385,19.76923076923077,0.07692307692307693,0.3076923076923077,0.5384615384615384,1.1538461538461537,0.15384615384615385,13.923076923076923,1.1538461538461537,0.07692307692307693,0.0,0.0,,,,,,,,,,,,,202.64,253.56,24.28,
,,,,,,,,,,,,0.0,4846.0,7.0,38.0,468.0,722.0,34.0,6125.0,721.0,47.0,0.0,17.0,0.0,5337.0,7.0,40.0,480.0,714.0,39.0,6068.0,709.0,51.0,0.0,14.0,0.0,4182.0,5.0,33.0,396.0,613.0,28.0,5222.0,610.0,52.0,0.0,15.0,,,,,,,,,,,,,0.0,285.05882352941177,0.4117647058823529,2.235294117647059,27.529411764705884,42.470588235294116,2.0,360.29411764705884,42.411764705882355,2.764705882352941,0.0,1.0,0.0,280.89473684210526,0.3684210526315789,2.1052631578947367,25.263157894736842,37.578947368421055,2.0526315789473686,319.36842105263156,37.31578947368421,2.6842105263157894,0.0,0.7368421052631579,0.0,246.0,0.29411764705882354,1.9411764705882353,23.294117647058822,36.05882352941177,1.6470588235294117,307.1764705882353,35.88235294117647,3.0588235294117645,0.0,0.8823529411764706,,331.84000000000003,359.48,289.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,1.0,0.0,2.0,4.0,0.0,12.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,1.0,0.0,2.0,4.0,0.0,12.0,4.0,1.0,0.0,1.0,,,,-1.44
0.0,4464.0,12.0,33.0,366.0,613.0,27.0,5222.0,606.0,57.0,0.0,30.0,0.0,4537.0,12.0,31.0,357.0,580.0,30.0,4612.0,575.0,68.0,0.0,38.0,0.0,4424.0,11.0,31.0,344.0,553.0,29.0,5066.0,549.0,46.0,0.0,27.0,0.0,4415.0,13.0,39.0,353.0,587.0,37.0,4794.0,583.0,44.0,0.0,33.0,0.0,279.0,0.75,2.0625,22.875,38.3125,1.6875,326.375,37.875,3.5625,0.0,1.875,0.0,283.5625,0.75,1.9375,22.3125,36.25,1.875,288.25,35.9375,4.25,0.0,2.375,0.0,260.2352941176471,0.6470588235294118,1.8235294117647058,20.235294117647058,32.529411764705884,1.7058823529411764,298.0,32.294117647058826,2.7058823529411766,0.0,1.588235294117647,0.0,245.27777777777777,0.7222222222222222,2.1666666666666665,19.61111111111111,32.611111111111114,2.0555555555555554,266.3333333333333,32.388888888888886,2.4444444444444446,0.0,1.8333333333333333,286.56,281.48,278.96000000000004,306.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103.0,0.0,1.0,7.0,8.0,1.0,51.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103.0,0.0,1.0,7.0,8.0,1.0,51.0,8.0,0.0,0.0,0.0,,,,8.120000000000001
0.0,89.0,0.0,1.0,10.0,23.0,1.0,202.0,23.0,2.0,0.0,1.0,0.0,138.0,0.0,1.0,16.0,30.0,0.0,168.0,30.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44.5,0.0,0.5,5.0,11.5,0.5,101.0,11.5,1.0,0.0,0.5,0.0,138.0,0.0,1.0,16.0,30.0,0.0,168.0,30.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,7.5600000000000005,9.52,,
3.0,3906.0,10.0,27.0,353.0,592.0,24.0,4315.0,586.0,67.0,0.0,22.0,0.0,3124.0,16.0,24.0,255.0,466.0,23.0,3975.0,463.0,62.0,0.0,24.0,0.0,1426.0,5.0,11.0,127.0,249.0,9.0,2045.0,247.0,49.0,0.0,22.0,0.0,2013.0,17.0,11.0,222.0,412.0,8.0,2734.0,406.0,54.0,0.0,38.0,0.1875,244.125,0.625,1.6875,22.0625,37.0,1.5,269.6875,36.625,4.1875,0.0,1.375,0.0,240.30769230769232,1.2307692307692308,1.8461538461538463,19.615384615384617,35.84615384615385,1.7692307692307692,305.7692307692308,35.61538461538461,4.769230769230769,0.0,1.8461538461538463,0.0,142.6,0.5,1.1,12.7,24.9,0.9,204.5,24.7,4.9,0.0,2.2,0.0,167.75,1.4166666666666667,0.9166666666666666,18.5,34.333333333333336,0.6666666666666666,227.83333333333334,33.833333333333336,4.5,0.0,3.1666666666666665,244.24,188.95999999999998,91.03999999999999,90.52
0.0,2961.0,10.0,18.0,265.0,484.0,16.0,4139.0,474.0,84.0,0.0,25.0,0.0,817.0,5.0,8.0,74.0,144.0,7.0,938.0,141.0,19.0,0.0,9.0,1.0,38.0,1.0,0.0,3.0,9.0,0.0,86.0,9.0,2.0,0.0,0.0,0.0,253.0,0.0,4.0,33.0,65.0,2.0,537.0,65.0,4.0,0.0,2.0,0.0,227.76923076923077,0.7692307692307693,1.3846153846153846,20.384615384615383,37.23076923076923,1.2307692307692308,318.38461538461536,36.46153846153846,6.461538461538462,0.0,1.9230769230769231,0.0,204.25,1.25,2.0,18.5,36.0,1.75,234.5,35.25,4.75,0.0,2.25,1.0,38.0,1.0,0.0,3.0,9.0,0.0,86.0,9.0,2.0,0.0,0.0,0.0,84.33333333333333,0.0,1.3333333333333333,11.0,21.666666666666668,0.6666666666666666,179.0,21.666666666666668,1.3333333333333333,0.0,0.6666666666666666,170.44,54.68000000000001,-0.48,26.119999999999997
1.0,1942.0,13.0,9.0,191.0,393.0,6.0,3269.0,389.0,66.0,0.0,36.0,0.0,3329.0,10.0,21.0,354.0,624.0,18.0,3921.0,619.0,77.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1,194.2,1.3,0.9,19.1,39.3,0.6,326.9,38.9,6.6,0.0,3.6,0.0,208.0625,0.625,1.3125,22.125,39.0,1.125,245.0625,38.6875,4.8125,0.0,2.125,,,,,,,,,,,,,,,,,,,,,,,,,87.68,197.16,,
