,param_activation,param_solver,param_hidden_layer_sizes,param_alpha,mean_test_score,std_test_score,rank_test_score,mean_fit_time,mean_score_time,std_fit_time,std_score_time
0,relu,adam,2,1e-05,0.4448166964630803,0.02986299769497791,106,6.262976360321045,0.006600141525268555,0.10285067313914875,0.0037210889990370697
26,relu,adam,2,0.0001,0.44481668911109606,0.029862975997576483,107,6.849566507339477,0.004801034927368164,0.309331017483719,0.000400190623953069
52,relu,adam,2,0.001,0.4448166623424813,0.029862945241249404,109,6.7109051704406735,0.00500030517578125,0.22085847945571563,1.6198432685339956e-06
78,relu,adam,2,0.01,0.44481668887628667,0.02986295761413717,108,6.589382839202881,0.004599857330322266,0.24679662380056858,0.0004898237705745946
104,relu,adam,2,0.1,0.44481710850083933,0.029863007809432636,105,6.700513744354248,0.009200000762939453,0.1584481772491012,0.009411187592366015
130,relu,adam,2,1,0.4452512614455329,0.029218335304459987,102,7.472906064987183,0.010801410675048828,1.0502021322587958,0.011601877305124998
1,relu,adam,3,1e-05,0.4577649746489939,0.027424772014349716,29,7.48420672416687,0.006600379943847656,1.5289048696247973,0.001623053013887997
27,relu,adam,3,0.0001,0.45781651663810263,0.027443089124760813,27,6.637481021881103,0.005599164962768554,0.4461075432410961,0.0017439650179225455
53,relu,adam,3,0.001,0.4576121733036789,0.027455784458924114,32,7.094704866409302,0.007599782943725586,0.37058017651046193,0.0033249322071013557
79,relu,adam,3,0.01,0.4577567978242623,0.027432608134182773,30,6.600254726409912,0.004799842834472656,0.3883452563223358,0.00040078238317542805
105,relu,adam,3,0.1,0.4577536995882535,0.027428715691011928,31,6.589548635482788,0.004797220230102539,0.2171511925281702,0.0003971000110388638
131,relu,adam,3,1,0.4577954675501446,0.02735239499113707,28,6.774889039993286,0.0050032615661621095,0.5992815384503564,0.0006322808826457993
2,relu,adam,4,1e-05,0.44055234641178664,0.024559296176168973,125,8.79122257232666,0.005001258850097656,1.906153988648336,0.0006321092541036778
28,relu,adam,4,0.0001,0.4405523474919539,0.024559296701869425,124,6.805264186859131,0.009002065658569336,0.3093900996729919,0.004939924418884512
54,relu,adam,4,0.001,0.4405537379699457,0.024557950669767303,123,8.139929389953613,0.007504510879516602,1.296433368939201,0.0036294688077045355
80,relu,adam,4,0.01,0.440557168041675,0.024560532918038086,122,6.603980636596679,0.005200433731079102,0.2753420479473704,0.0004006439434274608
106,relu,adam,4,0.1,0.44059296872430603,0.02451346141040064,120,6.906158876419068,0.005202436447143554,0.4523274761978143,0.0007475945608034866
132,relu,adam,4,1,0.44056446227342966,0.0245605209814575,121,6.734904623031616,0.004999542236328125,0.377150748283554,0.0006307523741063038
3,relu,adam,5,1e-05,0.4345379851177663,0.028735603242250034,149,8.31387209892273,0.010203409194946288,0.8359829459314181,0.006615178124968763
29,relu,adam,5,0.0001,0.43454982163303546,0.028709147937217096,148,6.9571552753448485,0.006399917602539063,0.3578274862687216,0.0023321068032279
55,relu,adam,5,0.001,0.4345146295822843,0.028698688421787265,150,8.460009765625,0.00480046272277832,1.2148774197566254,0.0004007377776390054
81,relu,adam,5,0.01,0.43464165494943136,0.028726411227985006,145,7.209126567840576,0.009601736068725586,0.20009937066156733,0.009201097506319218
107,relu,adam,5,0.1,0.43471056893894533,0.028745037298557884,143,8.022943830490112,0.005800437927246094,1.2944521860410365,0.0007483810160217174
133,relu,adam,5,1,0.4346357667667089,0.028645436801607953,146,7.011807250976562,0.006200933456420898,0.4459378181063345,0.0019381009169993609
4,relu,adam,6,1e-05,0.4672393209369403,0.02789106070784846,3,7.092613887786865,0.004999685287475586,0.522837044309988,0.000632184356315761
30,relu,adam,6,0.0001,0.46724042236148816,0.027889995734569493,2,6.451629161834717,0.007200193405151367,0.5444289368285835,0.004398727435083962
56,relu,adam,6,0.001,0.4671747589045193,0.027953842010157177,4,7.183867406845093,0.005005359649658203,0.6594730039728001,0.0006325468040726213
82,relu,adam,6,0.01,0.46705335205652637,0.027841204008011294,6,6.294548368453979,0.005001497268676758,0.536097367182782,0.0006332395198833108
108,relu,adam,6,0.1,0.467056639186935,0.027757250653431004,5,8.489403820037841,0.0046007633209228516,1.4371802048663211,0.0004891040322026288
134,relu,adam,6,1,0.4674676505505421,0.027659092119365777,1,6.333084154129028,0.004801750183105469,0.4229874282446738,0.00039947076684762183
5,relu,adam,7,1e-05,0.4526556415855989,0.024459873388942954,50,7.557895278930664,0.006381559371948242,0.44615325947228285,0.0013622541313015317
31,relu,adam,7,0.0001,0.4527476168770148,0.02434141284648537,47,7.6418294429779055,0.005401515960693359,0.3149103164327362,0.0008001816499338398
57,relu,adam,7,0.001,0.4524273225170655,0.02425215445675409,52,7.450840091705322,0.005400753021240235,0.4161605911516851,0.0008005630054746921
83,relu,adam,7,0.01,0.45205410990262374,0.024542837426662523,53,7.433628416061401,0.00760040283203125,0.5310646864891418,0.004225797343285877
109,relu,adam,7,0.1,0.4526624486352196,0.024431741503953056,49,8.005404853820801,0.009000492095947266,0.28676532632486523,0.008002781933860887
135,relu,adam,7,1,0.452522971357802,0.023626388861691057,51,7.534410858154297,0.006201457977294922,0.3989760658736542,0.0011657385316686407
6,relu,adam,8,1e-05,0.4367570052187489,0.02836270312389597,136,7.058469152450561,0.010200309753417968,0.8999594803527523,0.006242561884493695
